Geneid	locus	condition	avg.z
gene-SYNPCC7002_RS03950	SYNPCC7002_A0791	0.04	1.4483637499677664
gene-SYNPCC7002_RS03950	SYNPCC7002_A0791	4	-0.6703016490106879
gene-SYNPCC7002_RS03950	SYNPCC7002_A0791	8	-0.7435493993884364
gene-SYNPCC7002_RS03950	SYNPCC7002_A0791	30	-0.03451270156864311
gene-SYNPCC7002_RS03955	SYNPCC7002_A0792	0.04	-1.416164259165508
gene-SYNPCC7002_RS03955	SYNPCC7002_A0792	4	0.02543365572516212
gene-SYNPCC7002_RS03955	SYNPCC7002_A0792	8	0.10784383465795153
gene-SYNPCC7002_RS03955	SYNPCC7002_A0792	30	1.2828867687823944
gene-SYNPCC7002_RS03960	SYNPCC7002_A0793	0.04	-1.4840704440583754
gene-SYNPCC7002_RS03960	SYNPCC7002_A0793	4	0.6959324183278424
gene-SYNPCC7002_RS03960	SYNPCC7002_A0793	8	0.9308955385630608
gene-SYNPCC7002_RS03960	SYNPCC7002_A0793	30	-0.14275751283252383
gene-SYNPCC7002_RS03965	SYNPCC7002_A0794	0.04	-1.635242083482839
gene-SYNPCC7002_RS03965	SYNPCC7002_A0794	4	0.4753672296607022
gene-SYNPCC7002_RS03965	SYNPCC7002_A0794	8	0.7442889242634761
gene-SYNPCC7002_RS03965	SYNPCC7002_A0794	30	0.4155859295586596
gene-SYNPCC7002_RS03970	SYNPCC7002_A0795	0.04	-1.5923094597657639
gene-SYNPCC7002_RS03970	SYNPCC7002_A0795	4	0.4996104968424666
gene-SYNPCC7002_RS03970	SYNPCC7002_A0795	8	0.8719105288335411
gene-SYNPCC7002_RS03970	SYNPCC7002_A0795	30	0.22078843408975496
gene-SYNPCC7002_RS03975	SYNPCC7002_A0796	0.04	-1.5631297900784
gene-SYNPCC7002_RS03975	SYNPCC7002_A0796	4	0.4678918495457004
gene-SYNPCC7002_RS03975	SYNPCC7002_A0796	8	0.8934880379378779
gene-SYNPCC7002_RS03975	SYNPCC7002_A0796	30	0.2017499025948201
gene-SYNPCC7002_RS03980	SYNPCC7002_A0797	0.04	-1.6173744880714565
gene-SYNPCC7002_RS03980	SYNPCC7002_A0797	4	0.45297393616878584
gene-SYNPCC7002_RS03980	SYNPCC7002_A0797	8	0.8870092037334971
gene-SYNPCC7002_RS03980	SYNPCC7002_A0797	30	0.27739134816917405
gene-SYNPCC7002_RS03985	SYNPCC7002_A0798	0.04	-1.6242140071794524
gene-SYNPCC7002_RS03985	SYNPCC7002_A0798	4	0.45384154981455976
gene-SYNPCC7002_RS03985	SYNPCC7002_A0798	8	0.8320377891785697
gene-SYNPCC7002_RS03985	SYNPCC7002_A0798	30	0.3383346681863215
gene-SYNPCC7002_RS03990	SYNPCC7002_A0799	0.04	-1.5044656668879601
gene-SYNPCC7002_RS03990	SYNPCC7002_A0799	4	0.3267779127740195
gene-SYNPCC7002_RS03990	SYNPCC7002_A0799	8	1.0843194590041483
gene-SYNPCC7002_RS03990	SYNPCC7002_A0799	30	0.09336829510979458
gene-SYNPCC7002_RS03995	SYNPCC7002_A0800	0.04	-0.8054280031805467
gene-SYNPCC7002_RS03995	SYNPCC7002_A0800	4	-0.7351432785379177
gene-SYNPCC7002_RS03995	SYNPCC7002_A0800	8	1.0394331145136186
gene-SYNPCC7002_RS03995	SYNPCC7002_A0800	30	0.5011381672048376
gene-SYNPCC7002_RS04000	SYNPCC7002_A0801	0.04	1.4536217383644823
gene-SYNPCC7002_RS04000	SYNPCC7002_A0801	4	-0.8579179407054364
gene-SYNPCC7002_RS04000	SYNPCC7002_A0801	8	-0.7306250367207974
gene-SYNPCC7002_RS04000	SYNPCC7002_A0801	30	0.13492123906175044
gene-SYNPCC7002_RS04005	SYNPCC7002_A0802	0.04	1.6021956193828684
gene-SYNPCC7002_RS04005	SYNPCC7002_A0802	4	-0.7602285248372149
gene-SYNPCC7002_RS04005	SYNPCC7002_A0802	8	-0.6768202660193576
gene-SYNPCC7002_RS04005	SYNPCC7002_A0802	30	-0.16514682852629592
gene-SYNPCC7002_RS04010	SYNPCC7002_A0803	0.04	1.0718512497412158
gene-SYNPCC7002_RS04010	SYNPCC7002_A0803	4	-0.47533923717140913
gene-SYNPCC7002_RS04010	SYNPCC7002_A0803	8	-0.6041231169565686
gene-SYNPCC7002_RS04010	SYNPCC7002_A0803	30	0.007611104386755996
gene-SYNPCC7002_RS04020	SYNPCC7002_A0805	0.04	-1.3047102063894733
gene-SYNPCC7002_RS04020	SYNPCC7002_A0805	4	0.11878286593878881
gene-SYNPCC7002_RS04020	SYNPCC7002_A0805	8	0.8565475296999407
gene-SYNPCC7002_RS04020	SYNPCC7002_A0805	30	0.3293798107507482
gene-SYNPCC7002_RS04025	SYNPCC7002_A0806	0.04	-1.5946578806009712
gene-SYNPCC7002_RS04025	SYNPCC7002_A0806	4	0.6033787568947839
gene-SYNPCC7002_RS04025	SYNPCC7002_A0806	8	0.38907152248794513
gene-SYNPCC7002_RS04025	SYNPCC7002_A0806	30	0.6022076012182328
gene-SYNPCC7002_RS04030	SYNPCC7002_A0807	0.04	1.2775099114540007
gene-SYNPCC7002_RS04030	SYNPCC7002_A0807	4	-0.7528886407557653
gene-SYNPCC7002_RS04030	SYNPCC7002_A0807	8	-1.0134638964761038
gene-SYNPCC7002_RS04030	SYNPCC7002_A0807	30	0.48884262577786186
gene-SYNPCC7002_RS04035	SYNPCC7002_A0808	0.04	1.4900389713762057
gene-SYNPCC7002_RS04035	SYNPCC7002_A0808	4	-0.7084198211025354
gene-SYNPCC7002_RS04035	SYNPCC7002_A0808	8	-0.12381200450738705
gene-SYNPCC7002_RS04035	SYNPCC7002_A0808	30	-0.657807145766281
gene-SYNPCC7002_RS04040	SYNPCC7002_A0809	0.04	0.3618629156635477
gene-SYNPCC7002_RS04040	SYNPCC7002_A0809	4	-0.8405096230009091
gene-SYNPCC7002_RS04040	SYNPCC7002_A0809	8	-0.8547756809497858
gene-SYNPCC7002_RS04040	SYNPCC7002_A0809	30	1.3334223882871536
gene-SYNPCC7002_RS04045	SYNPCC7002_A0810	0.04	-1.552902488618326
gene-SYNPCC7002_RS04045	SYNPCC7002_A0810	4	0.6795239462035325
gene-SYNPCC7002_RS04045	SYNPCC7002_A0810	8	0.7528383711364437
gene-SYNPCC7002_RS04045	SYNPCC7002_A0810	30	0.12054017127834211
gene-SYNPCC7002_RS04050	SYNPCC7002_A0811	0.04	-0.40648407193737646
gene-SYNPCC7002_RS04050	SYNPCC7002_A0811	4	0.5753265281247246
gene-SYNPCC7002_RS04050	SYNPCC7002_A0811	8	1.1131869279571962
gene-SYNPCC7002_RS04050	SYNPCC7002_A0811	30	-1.2820293841445516
gene-SYNPCC7002_RS04055	SYNPCC7002_A0812	0.04	1.4263984625950215
gene-SYNPCC7002_RS04055	SYNPCC7002_A0812	4	0.022022277277055156
gene-SYNPCC7002_RS04055	SYNPCC7002_A0812	8	-0.3451028584192216
gene-SYNPCC7002_RS04055	SYNPCC7002_A0812	30	-1.103317881452849
gene-SYNPCC7002_RS04060	SYNPCC7002_A0813	0.04	1.347039402373714
gene-SYNPCC7002_RS04060	SYNPCC7002_A0813	4	-0.022716731608959494
gene-SYNPCC7002_RS04060	SYNPCC7002_A0813	8	-0.646450070970623
gene-SYNPCC7002_RS04060	SYNPCC7002_A0813	30	-0.6778725997941409
gene-SYNPCC7002_RS04065	SYNPCC7002_A0814	0.04	-1.56016942015304
gene-SYNPCC7002_RS04065	SYNPCC7002_A0814	4	0.6880653131967308
gene-SYNPCC7002_RS04065	SYNPCC7002_A0814	8	0.8636463748826494
gene-SYNPCC7002_RS04065	SYNPCC7002_A0814	30	0.008457732073657518
gene-SYNPCC7002_RS04070	SYNPCC7002_A0815	0.04	1.5096426488830224
gene-SYNPCC7002_RS04070	SYNPCC7002_A0815	4	-0.5800730276492959
gene-SYNPCC7002_RS04070	SYNPCC7002_A0815	8	-0.712708646382435
gene-SYNPCC7002_RS04070	SYNPCC7002_A0815	30	-0.21686097485128397
gene-SYNPCC7002_RS04075	SYNPCC7002_A0816	0.04	1.5361726118365993
gene-SYNPCC7002_RS04075	SYNPCC7002_A0816	4	-0.7967949670574118
gene-SYNPCC7002_RS04075	SYNPCC7002_A0816	8	-0.5146843813115061
gene-SYNPCC7002_RS04075	SYNPCC7002_A0816	30	-0.22469326346766985
gene-SYNPCC7002_RS04080	SYNPCC7002_A0817	0.04	0.9595788084819967
gene-SYNPCC7002_RS04080	SYNPCC7002_A0817	4	-0.700052159168011
gene-SYNPCC7002_RS04080	SYNPCC7002_A0817	8	-0.699674746601228
gene-SYNPCC7002_RS04080	SYNPCC7002_A0817	30	0.44014809728725185
gene-SYNPCC7002_RS04085	SYNPCC7002_A0818	0.04	-1.5785549408162107
gene-SYNPCC7002_RS04085	SYNPCC7002_A0818	4	0.6500741090389728
gene-SYNPCC7002_RS04085	SYNPCC7002_A0818	8	0.7206030711914784
gene-SYNPCC7002_RS04085	SYNPCC7002_A0818	30	0.20787776058576948
gene-SYNPCC7002_RS04090	SYNPCC7002_A0819	0.04	-0.07187672134966379
gene-SYNPCC7002_RS04090	SYNPCC7002_A0819	4	0.3628307976234813
gene-SYNPCC7002_RS04090	SYNPCC7002_A0819	8	0.8404470846449883
gene-SYNPCC7002_RS04090	SYNPCC7002_A0819	30	-1.131401160918826
gene-SYNPCC7002_RS04095	SYNPCC7002_A0820	0.04	-0.9018761920288241
gene-SYNPCC7002_RS04095	SYNPCC7002_A0820	4	0.2757720935196403
gene-SYNPCC7002_RS04095	SYNPCC7002_A0820	8	1.2664995795622658
gene-SYNPCC7002_RS04095	SYNPCC7002_A0820	30	-0.6403954810530798
gene-SYNPCC7002_RS04100	SYNPCC7002_A0821	0.04	-1.5148148989338663
gene-SYNPCC7002_RS04100	SYNPCC7002_A0821	4	0.16742562382504222
gene-SYNPCC7002_RS04100	SYNPCC7002_A0821	8	0.6416579337802485
gene-SYNPCC7002_RS04100	SYNPCC7002_A0821	30	0.7057313413285783
gene-SYNPCC7002_RS04105	SYNPCC7002_A0822	0.04	0.12011959649736405
gene-SYNPCC7002_RS04105	SYNPCC7002_A0822	4	0.6308543630770777
gene-SYNPCC7002_RS04105	SYNPCC7002_A0822	8	0.12869780017692536
gene-SYNPCC7002_RS04105	SYNPCC7002_A0822	30	-0.8796717597513611
gene-SYNPCC7002_RS04110	SYNPCC7002_A0823	0.04	-1.263988347869805
gene-SYNPCC7002_RS04110	SYNPCC7002_A0823	4	0.7955663967392662
gene-SYNPCC7002_RS04110	SYNPCC7002_A0823	8	1.0431833592118962
gene-SYNPCC7002_RS04110	SYNPCC7002_A0823	30	-0.5747614080813614
gene-SYNPCC7002_RS04115	SYNPCC7002_A0824	0.04	-1.4754837981003124
gene-SYNPCC7002_RS04115	SYNPCC7002_A0824	4	0.8590542714161876
gene-SYNPCC7002_RS04115	SYNPCC7002_A0824	8	0.3718474384221673
gene-SYNPCC7002_RS04115	SYNPCC7002_A0824	30	0.2445820882619544
gene-SYNPCC7002_RS04120	SYNPCC7002_A0825	0.04	-1.354056388650035
gene-SYNPCC7002_RS04120	SYNPCC7002_A0825	4	0.7497967714384642
gene-SYNPCC7002_RS04120	SYNPCC7002_A0825	8	0.25296306824546616
gene-SYNPCC7002_RS04120	SYNPCC7002_A0825	30	0.35129654896610457
gene-SYNPCC7002_RS04125	SYNPCC7002_A0826	0.04	-1.4242205558941632
gene-SYNPCC7002_RS04125	SYNPCC7002_A0826	4	0.12201283574485493
gene-SYNPCC7002_RS04125	SYNPCC7002_A0826	8	0.23325535673250067
gene-SYNPCC7002_RS04125	SYNPCC7002_A0826	30	1.0689523634168123
gene-SYNPCC7002_RS04130	SYNPCC7002_A0827	0.04	1.5194974726708668
gene-SYNPCC7002_RS04130	SYNPCC7002_A0827	4	-0.5037874039677321
gene-SYNPCC7002_RS04130	SYNPCC7002_A0827	8	-0.9096550287970515
gene-SYNPCC7002_RS04130	SYNPCC7002_A0827	30	-0.10605503990607856
gene-SYNPCC7002_RS04135	SYNPCC7002_A0829	0.04	1.0357314544473566
gene-SYNPCC7002_RS04135	SYNPCC7002_A0829	4	-0.8015552899342963
gene-SYNPCC7002_RS04135	SYNPCC7002_A0829	8	-0.6748690987964594
gene-SYNPCC7002_RS04135	SYNPCC7002_A0829	30	0.4406929342833991
gene-SYNPCC7002_RS04140	SYNPCC7002_A0830	0.04	1.293586002653915
gene-SYNPCC7002_RS04140	SYNPCC7002_A0830	4	-0.8309311969433851
gene-SYNPCC7002_RS04140	SYNPCC7002_A0830	8	-0.512596419990999
gene-SYNPCC7002_RS04140	SYNPCC7002_A0830	30	0.049941614280477664
gene-SYNPCC7002_RS04150	SYNPCC7002_A0831	0.04	-1.2380232130461017
gene-SYNPCC7002_RS04150	SYNPCC7002_A0831	4	-0.09080586845043298
gene-SYNPCC7002_RS04150	SYNPCC7002_A0831	8	-0.03637415073492197
gene-SYNPCC7002_RS04150	SYNPCC7002_A0831	30	1.3652032322314607
gene-SYNPCC7002_RS04160	SYNPCC7002_A0832	0.04	-0.8793265412057908
gene-SYNPCC7002_RS04160	SYNPCC7002_A0832	4	0.6583568528910515
gene-SYNPCC7002_RS04160	SYNPCC7002_A0832	8	-0.07807868197381652
gene-SYNPCC7002_RS04160	SYNPCC7002_A0832	30	0.29904837028855885
gene-SYNPCC7002_RS04165	SYNPCC7002_A0834	0.04	1.4128048064843193
gene-SYNPCC7002_RS04165	SYNPCC7002_A0834	4	-0.9130771648672528
gene-SYNPCC7002_RS04165	SYNPCC7002_A0834	8	-0.39724183773281263
gene-SYNPCC7002_RS04165	SYNPCC7002_A0834	30	-0.10248580388424736
gene-SYNPCC7002_RS04170	SYNPCC7002_A0835	0.04	1.6150587793165387
gene-SYNPCC7002_RS04170	SYNPCC7002_A0835	4	-0.605516283282399
gene-SYNPCC7002_RS04170	SYNPCC7002_A0835	8	-0.6991056916195393
gene-SYNPCC7002_RS04170	SYNPCC7002_A0835	30	-0.31043680441460625
gene-SYNPCC7002_RS04175	SYNPCC7002_A0836	0.04	1.0848488577611932
gene-SYNPCC7002_RS04175	SYNPCC7002_A0836	4	-0.9757025270728287
gene-SYNPCC7002_RS04175	SYNPCC7002_A0836	8	-0.6817631016714176
gene-SYNPCC7002_RS04175	SYNPCC7002_A0836	30	0.5726167709830479
gene-SYNPCC7002_RS04180	SYNPCC7002_A0837	0.04	1.4532925473608782
gene-SYNPCC7002_RS04180	SYNPCC7002_A0837	4	-0.6309646436385158
gene-SYNPCC7002_RS04180	SYNPCC7002_A0837	8	-0.46807578331411537
gene-SYNPCC7002_RS04180	SYNPCC7002_A0837	30	-0.35425212040823373
gene-SYNPCC7002_RS04185	SYNPCC7002_A0838	0.04	-1.1312752953555456
gene-SYNPCC7002_RS04185	SYNPCC7002_A0838	4	0.935742780797105
gene-SYNPCC7002_RS04185	SYNPCC7002_A0838	8	0.8923285662383669
gene-SYNPCC7002_RS04185	SYNPCC7002_A0838	30	-0.6967960516799263
gene-SYNPCC7002_RS04190	SYNPCC7002_A0839	0.04	1.4693593029347416
gene-SYNPCC7002_RS04190	SYNPCC7002_A0839	4	-0.8105088154414087
gene-SYNPCC7002_RS04190	SYNPCC7002_A0839	8	-0.829708114210988
gene-SYNPCC7002_RS04190	SYNPCC7002_A0839	30	0.17085762671765098
gene-SYNPCC7002_RS04195	SYNPCC7002_A0840	0.04	1.5361514198459396
gene-SYNPCC7002_RS04195	SYNPCC7002_A0840	4	-0.7585015275976204
gene-SYNPCC7002_RS04195	SYNPCC7002_A0840	8	-0.7046714611638819
gene-SYNPCC7002_RS04195	SYNPCC7002_A0840	30	-0.07297843108443546
gene-SYNPCC7002_RS04200	SYNPCC7002_A0841	0.04	1.4436853551757303
gene-SYNPCC7002_RS04200	SYNPCC7002_A0841	4	-0.6316045169096639
gene-SYNPCC7002_RS04200	SYNPCC7002_A0841	8	0.039904816461368134
gene-SYNPCC7002_RS04200	SYNPCC7002_A0841	30	-0.8519856547274276
gene-SYNPCC7002_RS04205	SYNPCC7002_A0842	0.04	1.4155243856597723
gene-SYNPCC7002_RS04205	SYNPCC7002_A0842	4	-0.5558873140199422
gene-SYNPCC7002_RS04205	SYNPCC7002_A0842	8	0.12075153432748047
gene-SYNPCC7002_RS04205	SYNPCC7002_A0842	30	-0.9803886059673036
gene-SYNPCC7002_RS04210	SYNPCC7002_A0843	0.04	0.12364973489270337
gene-SYNPCC7002_RS04210	SYNPCC7002_A0843	4	-0.978277729942123
gene-SYNPCC7002_RS04210	SYNPCC7002_A0843	8	-0.5790922957620851
gene-SYNPCC7002_RS04210	SYNPCC7002_A0843	30	1.4337202908115032
gene-SYNPCC7002_RS04215	SYNPCC7002_A0844	0.04	1.1029281495924066
gene-SYNPCC7002_RS04215	SYNPCC7002_A0844	4	-1.0060040109713664
gene-SYNPCC7002_RS04215	SYNPCC7002_A0844	8	-0.8927504052848618
gene-SYNPCC7002_RS04215	SYNPCC7002_A0844	30	0.7958262666638268
gene-SYNPCC7002_RS04220	SYNPCC7002_A0845	0.04	1.2496119511093526
gene-SYNPCC7002_RS04220	SYNPCC7002_A0845	4	-0.9891805851458884
gene-SYNPCC7002_RS04220	SYNPCC7002_A0845	8	-0.4222371747193992
gene-SYNPCC7002_RS04220	SYNPCC7002_A0845	30	0.16180580875592687
gene-SYNPCC7002_RS04225	SYNPCC7002_A0846	0.04	-0.8944326280892156
gene-SYNPCC7002_RS04225	SYNPCC7002_A0846	4	0.4483813733106861
gene-SYNPCC7002_RS04225	SYNPCC7002_A0846	8	1.1363137769826583
gene-SYNPCC7002_RS04225	SYNPCC7002_A0846	30	-0.6902625222041289
gene-SYNPCC7002_RS04230	SYNPCC7002_A0847	0.04	-0.5625200746143251
gene-SYNPCC7002_RS04230	SYNPCC7002_A0847	4	0.14512452810898785
gene-SYNPCC7002_RS04230	SYNPCC7002_A0847	8	1.2791169866752345
gene-SYNPCC7002_RS04230	SYNPCC7002_A0847	30	-0.8617214401698973
gene-SYNPCC7002_RS04235	SYNPCC7002_A0848	0.04	-1.2604417119671538
gene-SYNPCC7002_RS04235	SYNPCC7002_A0848	4	-0.0962118998750916
gene-SYNPCC7002_RS04235	SYNPCC7002_A0848	8	0.45441197391697286
gene-SYNPCC7002_RS04235	SYNPCC7002_A0848	30	0.9022416379252716
gene-SYNPCC7002_RS04240	SYNPCC7002_A0849	0.04	0.816281621558788
gene-SYNPCC7002_RS04240	SYNPCC7002_A0849	4	-1.0592313081135907
gene-SYNPCC7002_RS04240	SYNPCC7002_A0849	8	-0.6455980531126407
gene-SYNPCC7002_RS04240	SYNPCC7002_A0849	30	0.8885477396674435
gene-SYNPCC7002_RS04245	SYNPCC7002_A0850	0.04	-1.5878800841024903
gene-SYNPCC7002_RS04245	SYNPCC7002_A0850	4	0.36162214942915977
gene-SYNPCC7002_RS04245	SYNPCC7002_A0850	8	0.5009203803653299
gene-SYNPCC7002_RS04245	SYNPCC7002_A0850	30	0.7253375543080025
gene-SYNPCC7002_RS04250	SYNPCC7002_A0851	0.04	-1.6128738123856938
gene-SYNPCC7002_RS04250	SYNPCC7002_A0851	4	0.3353043950419022
gene-SYNPCC7002_RS04250	SYNPCC7002_A0851	8	0.4273928304612672
gene-SYNPCC7002_RS04250	SYNPCC7002_A0851	30	0.8501765868825188
gene-SYNPCC7002_RS04255	SYNPCC7002_A0852	0.04	0.19402097244647717
gene-SYNPCC7002_RS04255	SYNPCC7002_A0852	4	-0.8149686947064583
gene-SYNPCC7002_RS04255	SYNPCC7002_A0852	8	-0.39199491220600496
gene-SYNPCC7002_RS04255	SYNPCC7002_A0852	30	1.0129426344660057
gene-SYNPCC7002_RS04260	SYNPCC7002_A0853	0.04	-1.379080253246659
gene-SYNPCC7002_RS04260	SYNPCC7002_A0853	4	0.7435264879806524
gene-SYNPCC7002_RS04260	SYNPCC7002_A0853	8	1.0067220536897572
gene-SYNPCC7002_RS04260	SYNPCC7002_A0853	30	-0.3711682884237503
gene-SYNPCC7002_RS04265	SYNPCC7002_A0854	0.04	-1.4080246221508952
gene-SYNPCC7002_RS04265	SYNPCC7002_A0854	4	0.8416215272218925
gene-SYNPCC7002_RS04265	SYNPCC7002_A0854	8	0.5434466608855719
gene-SYNPCC7002_RS04265	SYNPCC7002_A0854	30	0.02295643404342237
gene-SYNPCC7002_RS04270	SYNPCC7002_A0855	0.04	-1.009451328857494
gene-SYNPCC7002_RS04270	SYNPCC7002_A0855	4	0.9522879359860466
gene-SYNPCC7002_RS04270	SYNPCC7002_A0855	8	-0.14419909568822298
gene-SYNPCC7002_RS04270	SYNPCC7002_A0855	30	0.20136248855967243
gene-SYNPCC7002_RS04275	SYNPCC7002_A0856	0.04	1.4901003495609884
gene-SYNPCC7002_RS04275	SYNPCC7002_A0856	4	-0.246487634233864
gene-SYNPCC7002_RS04275	SYNPCC7002_A0856	8	-0.47877415813293456
gene-SYNPCC7002_RS04275	SYNPCC7002_A0856	30	-0.7648385571941956
gene-SYNPCC7002_RS04280	SYNPCC7002_A0857	0.04	-0.16369956514812456
gene-SYNPCC7002_RS04280	SYNPCC7002_A0857	4	-0.7061665586883678
gene-SYNPCC7002_RS04280	SYNPCC7002_A0857	8	-0.6842319908116092
gene-SYNPCC7002_RS04280	SYNPCC7002_A0857	30	1.554098114648098
gene-SYNPCC7002_RS04290	SYNPCC7002_A0859	0.04	-0.4959768464662138
gene-SYNPCC7002_RS04290	SYNPCC7002_A0859	4	1.2692669082866284
gene-SYNPCC7002_RS04290	SYNPCC7002_A0859	8	0.18757688406292863
gene-SYNPCC7002_RS04290	SYNPCC7002_A0859	30	-0.9608669458833519
gene-SYNPCC7002_RS04295	SYNPCC7002_A0860	0.04	-1.1816129231284627
gene-SYNPCC7002_RS04295	SYNPCC7002_A0860	4	1.3281083120250987
gene-SYNPCC7002_RS04295	SYNPCC7002_A0860	8	0.19555545150105375
gene-SYNPCC7002_RS04295	SYNPCC7002_A0860	30	-0.3420508403976852
gene-SYNPCC7002_RS04300	SYNPCC7002_A0861	0.04	-1.0814297480125736
gene-SYNPCC7002_RS04300	SYNPCC7002_A0861	4	1.3487628268850806
gene-SYNPCC7002_RS04300	SYNPCC7002_A0861	8	0.17317202052922434
gene-SYNPCC7002_RS04300	SYNPCC7002_A0861	30	-0.4405050994017271
gene-SYNPCC7002_RS04305	SYNPCC7002_A0862	0.04	-1.2355922469869987
gene-SYNPCC7002_RS04305	SYNPCC7002_A0862	4	1.219259660314427
gene-SYNPCC7002_RS04305	SYNPCC7002_A0862	8	0.1408424277387078
gene-SYNPCC7002_RS04305	SYNPCC7002_A0862	30	-0.12450984106613672
gene-SYNPCC7002_RS04310	SYNPCC7002_A0863	0.04	-1.216275984873612
gene-SYNPCC7002_RS04310	SYNPCC7002_A0863	4	1.2926023343074187
gene-SYNPCC7002_RS04310	SYNPCC7002_A0863	8	0.06126078429616005
gene-SYNPCC7002_RS04310	SYNPCC7002_A0863	30	-0.1375871337299705
gene-SYNPCC7002_RS04315	SYNPCC7002_A0864	0.04	-1.1670258340724022
gene-SYNPCC7002_RS04315	SYNPCC7002_A0864	4	1.2267405278547139
gene-SYNPCC7002_RS04315	SYNPCC7002_A0864	8	0.2544263049133337
gene-SYNPCC7002_RS04315	SYNPCC7002_A0864	30	-0.3141409986956427
gene-SYNPCC7002_RS04320	SYNPCC7002_A0865	0.04	-0.08678457434106138
gene-SYNPCC7002_RS04320	SYNPCC7002_A0865	4	0.9915382636124427
gene-SYNPCC7002_RS04320	SYNPCC7002_A0865	8	-0.6459005950990295
gene-SYNPCC7002_RS04320	SYNPCC7002_A0865	30	-0.25885309417234986
gene-SYNPCC7002_RS04325	SYNPCC7002_A0866	0.04	-1.452365693953227
gene-SYNPCC7002_RS04325	SYNPCC7002_A0866	4	0.8310757384603432
gene-SYNPCC7002_RS04325	SYNPCC7002_A0866	8	0.895446264358936
gene-SYNPCC7002_RS04325	SYNPCC7002_A0866	30	-0.2741563088660476
gene-SYNPCC7002_RS04330	SYNPCC7002_A0867	0.04	1.3511293199693626
gene-SYNPCC7002_RS04330	SYNPCC7002_A0867	4	-0.9566429363130177
gene-SYNPCC7002_RS04330	SYNPCC7002_A0867	8	-0.7250343447283365
gene-SYNPCC7002_RS04330	SYNPCC7002_A0867	30	0.3305479610719992
gene-SYNPCC7002_RS04335	SYNPCC7002_A0868	0.04	-0.19108070216213852
gene-SYNPCC7002_RS04335	SYNPCC7002_A0868	4	0.31910333261613316
gene-SYNPCC7002_RS04335	SYNPCC7002_A0868	8	-0.9752691023355582
gene-SYNPCC7002_RS04335	SYNPCC7002_A0868	30	0.847246471881567
gene-SYNPCC7002_RS04340	SYNPCC7002_A0869	0.04	0.20841534529604683
gene-SYNPCC7002_RS04340	SYNPCC7002_A0869	4	-0.6881516594223155
gene-SYNPCC7002_RS04340	SYNPCC7002_A0869	8	-0.9350783659209098
gene-SYNPCC7002_RS04340	SYNPCC7002_A0869	30	1.414814680047161
gene-SYNPCC7002_RS04345	SYNPCC7002_A0870	0.04	1.4409186226690347
gene-SYNPCC7002_RS04345	SYNPCC7002_A0870	4	-0.8177785761064249
gene-SYNPCC7002_RS04345	SYNPCC7002_A0870	8	-0.9207862863357169
gene-SYNPCC7002_RS04345	SYNPCC7002_A0870	30	0.29764623977310434
gene-SYNPCC7002_RS04350	SYNPCC7002_A0871	0.04	-1.2102634932086769
gene-SYNPCC7002_RS04350	SYNPCC7002_A0871	4	0.9991390577488044
gene-SYNPCC7002_RS04350	SYNPCC7002_A0871	8	0.7049457828174356
gene-SYNPCC7002_RS04350	SYNPCC7002_A0871	30	-0.493821347357567
gene-SYNPCC7002_RS04355	SYNPCC7002_A0872	0.04	0.536522473334253
gene-SYNPCC7002_RS04355	SYNPCC7002_A0872	4	-1.0301824452063881
gene-SYNPCC7002_RS04355	SYNPCC7002_A0872	8	-0.5851152279826006
gene-SYNPCC7002_RS04355	SYNPCC7002_A0872	30	1.0787751998547335
gene-SYNPCC7002_RS04360	SYNPCC7002_A0873	0.04	1.4962340242239576
gene-SYNPCC7002_RS04360	SYNPCC7002_A0873	4	-0.10969663541665503
gene-SYNPCC7002_RS04360	SYNPCC7002_A0873	8	-0.6182759428649707
gene-SYNPCC7002_RS04360	SYNPCC7002_A0873	30	-0.7682614459423365
gene-SYNPCC7002_RS04365	SYNPCC7002_A0874	0.04	-1.2411122039260103
gene-SYNPCC7002_RS04365	SYNPCC7002_A0874	4	0.5778429497518824
gene-SYNPCC7002_RS04365	SYNPCC7002_A0874	8	0.9059098488089925
gene-SYNPCC7002_RS04365	SYNPCC7002_A0874	30	-0.24264059463485962
gene-SYNPCC7002_RS04370	SYNPCC7002_A0875	0.04	-1.5049351739010297
gene-SYNPCC7002_RS04370	SYNPCC7002_A0875	4	0.7448524304278007
gene-SYNPCC7002_RS04370	SYNPCC7002_A0875	8	0.23225629164681963
gene-SYNPCC7002_RS04370	SYNPCC7002_A0875	30	0.5278264518264114
gene-SYNPCC7002_RS04375	SYNPCC7002_A0876	0.04	-1.529762722052333
gene-SYNPCC7002_RS04375	SYNPCC7002_A0876	4	0.4392442647406055
gene-SYNPCC7002_RS04375	SYNPCC7002_A0876	8	0.4311919329340278
gene-SYNPCC7002_RS04375	SYNPCC7002_A0876	30	0.659326524377689
gene-SYNPCC7002_RS04380	SYNPCC7002_A0877	0.04	-0.0341767281308314
gene-SYNPCC7002_RS04380	SYNPCC7002_A0877	4	0.6227712033573942
gene-SYNPCC7002_RS04380	SYNPCC7002_A0877	8	-1.2469997688009276
gene-SYNPCC7002_RS04380	SYNPCC7002_A0877	30	0.6584052935743647
gene-SYNPCC7002_RS04385	SYNPCC7002_A0878	0.04	-0.7724048180834504
