Geneid	alanine	arginine	asparagine	aspartic.acid	cysteine	glutamine	glutamic.acid	glycine	histidine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine
gene-SYNPCC7002_RS03675	29	8	2	11	0	14	17	4	1	8	17	12	1	5	2	7	6	1	3	12
gene-SYNPCC7002_RS03680	20	2	2	1	0	2	4	10	0	6	12	1	1	3	3	4	3	0	1	5
gene-SYNPCC7002_RS03685	25	6	9	4	0	5	14	18	4	19	42	10	4	19	14	9	12	5	8	16
gene-SYNPCC7002_RS03690	14	5	11	5	2	10	6	10	0	18	26	8	1	7	6	21	11	1	10	9
gene-SYNPCC7002_RS03695	30	19	9	10	6	28	12	28	5	10	43	17	9	7	16	18	18	10	11	17
gene-SYNPCC7002_RS03700	10	5	0	11	3	11	8	6	0	5	12	7	1	4	7	4	6	4	4	9
gene-SYNPCC7002_RS03705	8	6	3	8	1	5	7	1	3	3	12	5	3	3	4	6	2	0	4	3
gene-SYNPCC7002_RS03710	36	27	10	20	6	11	34	35	11	30	34	18	14	6	17	18	24	1	13	40
gene-SYNPCC7002_RS03715	30	20	11	21	2	20	24	20	7	25	47	16	5	15	15	18	25	2	8	30
gene-SYNPCC7002_RS03720	9	4	2	8	1	6	7	10	1	7	13	11	2	7	7	9	3	1	8	9
gene-SYNPCC7002_RS03725	28	26	10	20	7	16	21	23	12	24	29	13	10	9	18	15	22	4	10	26
gene-SYNPCC7002_RS03730	38	22	14	22	7	34	21	30	10	29	56	13	1	25	29	20	32	1	5	31
gene-SYNPCC7002_RS03735	23	12	6	12	4	22	13	19	4	16	33	11	0	8	16	9	17	5	9	9
gene-SYNPCC7002_RS03740	34	23	18	29	1	20	36	49	4	33	45	24	11	16	26	26	34	0	13	40
gene-SYNPCC7002_RS03745	20	10	4	9	0	4	11	9	1	9	12	8	2	2	3	8	7	1	1	12
gene-SYNPCC7002_RS03750	11	3	4	5	0	6	10	4	2	4	8	8	1	5	3	5	4	5	2	9
gene-SYNPCC7002_RS03755	13	12	4	11	3	7	13	7	2	10	16	8	0	5	12	4	8	1	3	13
gene-SYNPCC7002_RS03760	47	30	15	23	1	25	53	19	5	18	41	14	2	10	21	19	20	2	10	44
gene-SYNPCC7002_RS03765	4	11	4	2	5	7	4	3	2	1	11	6	2	0	4	6	1	1	3	6
gene-SYNPCC7002_RS03770	104	60	23	58	4	43	91	63	13	56	67	75	16	13	75	74	56	3	10	74
gene-SYNPCC7002_RS16385	4	1	1	1	0	0	0	3	0	1	5	0	1	2	0	2	1	3	0	3
gene-SYNPCC7002_RS17200	2	6	1	3	0	1	1	4	0	1	8	2	0	2	0	3	1	1	1	2
gene-SYNPCC7002_RS03775	30	8	4	9	5	11	18	16	4	17	22	14	3	6	8	8	20	2	6	16
gene-SYNPCC7002_RS03780	24	21	5	9	1	21	16	17	11	15	43	6	4	10	14	14	14	3	5	16
gene-SYNPCC7002_RS03785	45	15	11	22	3	34	32	27	3	13	42	5	1	18	32	18	24	3	9	18
gene-SYNPCC7002_RS03790	42	24	13	11	7	22	15	53	5	34	84	6	6	32	20	30	22	15	15	32
gene-SYNPCC7002_RS16630	4	2	2	1	1	3	0	5	0	3	6	1	0	4	3	3	1	1	0	4
gene-SYNPCC7002_RS03795	4	1	1	1	0	2	0	1	0	4	5	2	0	4	2	3	3	0	1	3
gene-SYNPCC7002_RS03805	5	13	9	10	2	11	8	14	3	10	22	4	0	10	13	15	8	4	7	9
gene-SYNPCC7002_RS17205	5	5	3	2	3	0	2	0	0	6	2	1	1	2	2	2	4	0	2	1
gene-SYNPCC7002_RS03810	10	2	1	1	4	0	3	3	0	8	9	4	0	1	3	5	5	1	1	9
gene-SYNPCC7002_RS03815	33	13	5	19	4	32	15	24	13	16	43	17	2	20	19	22	23	11	18	10
gene-SYNPCC7002_RS03820	42	34	18	38	2	30	58	37	13	42	57	42	11	21	19	20	32	5	14	30
gene-SYNPCC7002_RS03825	28	13	6	16	1	9	10	13	3	11	33	12	2	6	11	9	11	3	7	15
gene-SYNPCC7002_RS03830	27	23	7	17	2	15	16	19	5	29	35	12	7	13	14	12	12	4	17	26
gene-SYNPCC7002_RS03835	12	9	9	10	0	8	7	12	7	16	19	6	1	10	18	9	10	5	5	16
gene-SYNPCC7002_RS03840	10	7	3	0	5	4	4	8	2	7	19	1	2	10	5	9	7	4	2	15
gene-SYNPCC7002_RS03845	13	24	14	6	0	15	19	22	4	19	30	10	2	7	9	7	17	1	8	19
gene-SYNPCC7002_RS03850	19	10	9	4	0	14	11	11	0	9	11	1	2	4	10	11	13	0	6	9
gene-SYNPCC7002_RS03855	48	23	10	17	4	24	21	41	4	23	43	17	5	14	28	16	25	5	9	25
gene-SYNPCC7002_RS03860	17	9	2	3	1	8	9	18	1	16	36	3	4	13	11	10	6	8	2	15
gene-SYNPCC7002_RS03865	44	23	15	25	5	19	21	35	7	29	36	21	12	10	15	31	26	5	16	35
gene-SYNPCC7002_RS03870	12	10	19	11	2	17	12	20	5	20	32	8	3	18	17	11	17	6	7	13
gene-SYNPCC7002_RS16635	25	6	6	7	0	11	12	13	10	12	23	4	6	4	8	6	14	1	5	10
gene-SYNPCC7002_RS16640	13	8	5	8	0	2	6	15	6	4	19	6	4	5	5	3	7	2	3	15
gene-SYNPCC7002_RS16390	1	2	1	2	0	0	1	2	0	4	4	2	0	6	2	3	3	0	1	3
gene-SYNPCC7002_RS03880	7	7	2	3	0	6	10	2	1	9	14	1	0	3	13	3	8	0	1	5
gene-SYNPCC7002_RS03885	35	24	15	15	2	25	22	30	2	19	34	8	7	9	33	24	25	5	9	30
gene-SYNPCC7002_RS03890	14	4	5	8	2	9	10	8	3	10	11	2	0	7	6	11	4	1	5	6
gene-SYNPCC7002_RS03895	7	2	3	2	0	3	8	6	1	3	9	8	2	5	5	4	2	0	0	9
gene-SYNPCC7002_RS03900	9	2	2	3	1	3	3	13	0	7	14	4	3	5	7	9	11	1	2	5
gene-SYNPCC7002_RS03905	46	23	34	38	2	19	27	60	6	30	43	13	8	29	16	41	44	7	20	29
gene-SYNPCC7002_RS03910	25	8	12	10	2	4	10	10	2	10	17	4	6	11	3	11	11	0	4	8
gene-SYNPCC7002_RS03920	18	23	10	20	9	14	21	16	6	13	33	13	4	7	20	16	22	5	7	23
gene-SYNPCC7002_RS03925	14	12	6	10	3	13	14	6	3	12	20	8	6	10	14	9	10	3	3	10
gene-SYNPCC7002_RS03930	41	21	17	16	5	18	22	31	14	21	50	12	4	9	17	18	23	2	10	26
gene-SYNPCC7002_RS03935	48	61	32	36	2	38	63	46	12	44	57	36	9	9	43	51	41	4	13	47
gene-SYNPCC7002_RS03940	29	12	8	13	1	24	31	12	9	12	34	12	4	6	11	15	15	6	7	16
gene-SYNPCC7002_RS03945	19	19	10	18	0	23	23	5	7	26	40	27	2	13	11	18	15	5	18	16
gene-SYNPCC7002_RS03950	28	16	5	9	4	36	17	11	10	28	45	7	4	8	26	26	21	2	6	15
gene-SYNPCC7002_RS03955	23	13	17	22	4	10	23	32	9	19	28	19	9	9	10	15	20	7	16	31
gene-SYNPCC7002_RS03960	9	9	6	14	3	2	17	16	1	6	11	13	7	14	12	13	8	3	5	17
gene-SYNPCC7002_RS03965	58	26	21	19	9	16	26	50	5	34	98	14	17	28	34	40	36	9	12	55
gene-SYNPCC7002_RS03970	36	12	17	21	1	23	28	24	0	29	25	11	0	16	18	20	33	6	9	22
gene-SYNPCC7002_RS03975	5	2	6	6	0	10	6	6	4	9	7	5	0	1	6	4	5	2	4	8
gene-SYNPCC7002_RS03980	30	13	5	6	0	10	11	19	1	33	41	5	1	18	17	20	14	6	9	25
gene-SYNPCC7002_RS03985	28	8	8	3	1	10	15	18	4	25	44	9	4	17	10	16	17	7	5	24
gene-SYNPCC7002_RS03990	27	24	11	18	0	24	23	22	18	21	38	13	4	13	17	16	15	1	6	36
gene-SYNPCC7002_RS03995	19	16	12	12	3	13	16	12	5	14	30	12	3	13	17	17	15	3	11	20
gene-SYNPCC7002_RS04000	4	1	2	1	1	8	8	4	0	4	3	1	0	2	3	6	8	1	2	8
gene-SYNPCC7002_RS04005	5	7	8	8	0	12	8	9	3	7	10	8	1	4	2	9	7	4	6	8
gene-SYNPCC7002_RS04010	12	11	4	8	5	7	15	13	4	7	8	8	0	6	10	4	8	1	4	5
gene-SYNPCC7002_RS16075	24	7	4	8	4	22	10	5	0	8	17	6	3	4	5	10	15	1	6	4
gene-SYNPCC7002_RS04020	28	10	5	17	1	19	11	10	4	16	23	5	4	10	15	9	13	4	4	13
gene-SYNPCC7002_RS16395	5	7	4	3	5	3	3	2	0	3	2	5	0	0	2	1	3	2	5	3
gene-SYNPCC7002_RS04025	60	25	22	31	0	34	31	32	9	24	77	18	4	22	36	34	33	10	12	43
gene-SYNPCC7002_RS04030	90	48	29	46	4	73	55	40	17	33	83	23	6	15	30	30	35	21	30	36
gene-SYNPCC7002_RS04035	4	2	2	2	0	2	3	7	0	5	12	2	2	5	3	3	4	2	2	4
gene-SYNPCC7002_RS04040	4	0	0	4	0	0	4	3	1	4	2	0	0	3	3	4	3	0	1	6
gene-SYNPCC7002_RS04045	29	14	10	17	0	13	17	17	4	18	20	10	4	9	13	11	10	5	9	16
gene-SYNPCC7002_RS04050	19	22	14	16	3	19	10	11	1	15	18	6	2	17	13	17	11	2	12	19
gene-SYNPCC7002_RS04055	49	11	9	23	0	21	19	16	1	10	31	6	3	10	44	24	32	2	7	14
gene-SYNPCC7002_RS04060	24	17	5	11	1	25	17	7	4	10	22	12	6	4	4	5	10	8	2	7
gene-SYNPCC7002_RS04065	15	10	3	6	0	2	14	16	3	10	11	7	2	8	7	8	5	4	2	15
gene-SYNPCC7002_RS04070	15	9	8	10	0	20	16	8	5	9	22	9	4	10	7	10	10	4	5	8
gene-SYNPCC7002_RS04075	37	13	16	32	2	43	17	30	9	27	55	10	6	13	29	39	58	7	11	24
gene-SYNPCC7002_RS04080	14	13	5	10	2	12	13	20	7	6	25	11	3	18	12	7	13	1	9	10
gene-SYNPCC7002_RS04085	43	14	11	25	4	21	26	27	12	31	48	20	6	9	21	18	18	4	8	25
gene-SYNPCC7002_RS04090	8	7	6	13	2	6	6	3	2	12	19	7	0	9	3	10	8	0	2	13
gene-SYNPCC7002_RS04095	9	1	2	2	0	10	8	1	1	9	8	3	2	1	4	2	5	0	1	2
gene-SYNPCC7002_RS04100	55	34	18	28	2	37	31	40	12	53	74	19	7	28	18	34	35	6	20	38
gene-SYNPCC7002_RS04105	10	4	7	7	5	7	9	14	0	9	14	4	1	8	6	8	8	3	1	17
gene-SYNPCC7002_RS04110	28	18	12	23	3	16	17	27	4	28	26	19	12	18	22	21	13	6	11	25
gene-SYNPCC7002_RS04115	34	17	9	18	3	13	24	37	4	19	29	12	8	4	8	19	16	3	3	29
gene-SYNPCC7002_RS04120	30	18	12	9	0	13	8	18	1	34	52	7	1	17	16	18	21	6	11	23
gene-SYNPCC7002_RS04125	85	67	30	69	4	43	58	52	16	68	88	33	25	21	34	41	46	2	19	55
gene-SYNPCC7002_RS04130	55	35	19	20	1	51	21	60	6	45	123	24	10	36	54	40	43	20	20	46
gene-SYNPCC7002_RS04135	14	14	30	29	5	15	26	12	6	34	56	44	8	22	10	32	12	2	10	22
gene-SYNPCC7002_RS04140	4	0	7	7	1	5	5	1	1	8	7	3	0	4	2	2	8	0	2	3
gene-SYNPCC7002_RS04150	49	23	18	31	8	17	35	31	20	33	36	23	15	10	22	20	22	5	16	26
gene-SYNPCC7002_RS04160	13	11	5	10	3	5	9	8	6	10	14	4	3	7	6	8	15	3	4	15
gene-SYNPCC7002_RS04165	21	10	6	13	3	27	14	14	9	11	42	7	3	12	9	17	18	4	5	7
gene-SYNPCC7002_RS04170	29	10	8	12	14	16	15	22	9	12	46	16	0	7	17	20	12	2	11	18
gene-SYNPCC7002_RS04175	5	5	2	3	0	6	5	3	2	8	10	11	2	0	4	6	0	2	6	4
gene-SYNPCC7002_RS04180	10	2	4	7	1	7	9	3	2	13	12	8	3	0	4	7	4	2	1	4
gene-SYNPCC7002_RS04185	105	23	33	49	5	31	45	46	17	43	65	54	18	20	32	37	43	7	25	53
gene-SYNPCC7002_RS16645	1	5	2	7	1	5	1	4	3	3	8	4	0	4	2	2	2	1	2	1
gene-SYNPCC7002_RS04190	15	17	7	9	1	17	24	7	4	9	34	9	7	5	11	15	12	2	8	16
gene-SYNPCC7002_RS04195	6	4	4	10	0	6	7	6	2	9	9	5	2	4	2	5	7	1	4	12
gene-SYNPCC7002_RS04200	14	4	7	5	3	4	6	14	1	14	22	6	6	11	17	4	7	3	4	7
gene-SYNPCC7002_RS04205	14	9	4	5	2	7	7	17	5	20	19	8	10	16	9	14	17	7	10	21
gene-SYNPCC7002_RS04210	39	21	16	25	1	27	27	30	3	24	54	21	8	8	18	20	23	4	13	31
gene-SYNPCC7002_RS04215	43	16	13	11	6	32	12	38	5	35	62	9	16	31	31	34	29	19	9	28
gene-SYNPCC7002_RS04220	7	2	0	2	0	4	2	3	2	7	9	2	3	3	3	4	4	0	1	3
gene-SYNPCC7002_RS04225	7	8	6	1	1	3	4	4	2	4	7	11	2	1	1	4	4	3	0	4
gene-SYNPCC7002_RS04230	27	19	24	25	6	18	24	28	15	23	35	22	11	12	15	12	28	4	15	36
gene-SYNPCC7002_RS04235	42	29	18	12	4	27	24	27	11	40	78	19	4	31	16	38	28	13	15	39
gene-SYNPCC7002_RS04240	30	35	8	18	6	28	20	34	20	26	44	11	4	19	37	15	18	6	12	21
gene-SYNPCC7002_RS04245	55	21	12	23	6	26	28	37	12	34	43	19	3	13	25	20	23	10	9	28
gene-SYNPCC7002_RS04250	11	23	7	18	3	8	22	14	2	12	36	8	7	12	12	14	11	3	7	20
gene-SYNPCC7002_RS04255	11	17	5	13	2	15	9	7	4	10	20	1	1	7	2	9	8	4	5	11
gene-SYNPCC7002_RS04260	24	21	16	22	5	15	32	34	8	22	24	26	13	13	20	26	29	4	19	28
gene-SYNPCC7002_RS17210	3	0	4	1	1	5	1	3	0	2	6	2	1	0	3	3	3	0	1	3
gene-SYNPCC7002_RS04265	70	18	17	20	3	21	28	64	14	40	86	15	33	47	26	33	37	13	28	50
gene-SYNPCC7002_RS04270	9	4	0	3	0	3	4	8	0	0	10	4	2	3	6	1	7	1	3	5
gene-SYNPCC7002_RS04275	9	7	5	7	2	4	8	7	2	7	12	7	2	2	4	6	11	1	3	4
gene-SYNPCC7002_RS04280	48	25	16	26	8	21	35	53	14	37	43	39	12	24	29	29	23	1	19	32
gene-SYNPCC7002_RS16945	6	1	3	1	0	0	5	5	0	7	7	4	1	3	4	2	2	1	1	2
gene-SYNPCC7002_RS04290	18	14	14	16	5	11	17	12	7	22	25	19	5	15	10	13	19	2	10	11
gene-SYNPCC7002_RS04295	58	22	19	35	5	24	29	39	4	33	39	18	13	24	39	20	26	6	17	29
gene-SYNPCC7002_RS04300	27	10	15	5	2	3	9	22	0	31	40	10	3	17	15	20	12	11	6	19
gene-SYNPCC7002_RS04305	18	20	7	17	1	10	23	21	7	25	27	15	11	8	20	18	20	2	7	19
gene-SYNPCC7002_RS04310	14	3	0	9	4	3	15	9	1	14	10	13	4	5	8	9	4	2	5	14
gene-SYNPCC7002_RS04315	13	19	11	13	1	4	17	7	1	7	7	8	4	9	9	5	4	8	5	5
gene-SYNPCC7002_RS04320	22	27	21	21	5	18	25	24	12	36	42	23	7	14	14	31	23	4	9	26
gene-SYNPCC7002_RS04325	22	12	8	12	6	30	10	18	10	19	38	11	4	15	22	14	20	6	7	18
gene-SYNPCC7002_RS04330	54	24	34	31	7	41	45	42	13	65	120	48	13	42	30	44	42	10	15	43
gene-SYNPCC7002_RS04335	28	12	11	20	10	7	24	44	8	27	22	23	9	14	18	12	24	3	10	42
gene-SYNPCC7002_RS04340	27	6	8	16	6	16	14	23	8	10	27	14	5	15	16	13	21	4	17	14
gene-SYNPCC7002_RS04345	45	27	16	20	2	33	28	38	6	35	47	27	6	27	22	25	21	4	12	27
gene-SYNPCC7002_RS04350	30	29	9	10	5	26	31	25	10	28	39	11	4	14	23	18	12	2	5	22
gene-SYNPCC7002_RS04355	14	8	2	8	0	4	15	7	3	10	11	6	2	7	5	3	6	3	4	8
gene-SYNPCC7002_RS04360	44	16	30	13	4	14	10	29	9	4	52	7	3	7	5	7	5	3	4	13
gene-SYNPCC7002_RS04365	40	19	18	28	7	20	18	32	9	38	61	20	4	9	21	20	33	4	13	26
gene-SYNPCC7002_RS04370	13	7	5	8	1	13	15	11	1	8	22	9	1	5	7	10	11	6	6	6
gene-SYNPCC7002_RS04375	34	24	12	11	3	20	11	41	4	28	74	3	10	28	21	22	24	24	14	22
gene-SYNPCC7002_RS04380	18	7	3	7	0	8	6	11	1	15	37	8	0	7	11	4	13	6	3	12
gene-SYNPCC7002_RS04385	16	12	3	9	1	16	11	9	5	8	23	6	1	5	10	15	12	5	7	14
gene-SYNPCC7002_RS04390	11	27	11	8	1	11	16	11	1	13	36	11	1	9	16	9	7	6	15	17
gene-SYNPCC7002_RS04395	19	20	9	16	1	26	21	10	2	16	36	7	5	10	16	17	10	6	6	22
gene-SYNPCC7002_RS04400	33	8	13	11	2	12	22	25	7	23	22	14	8	6	12	12	13	0	6	25
gene-SYNPCC7002_RS04405	33	23	13	33	8	12	29	45	10	35	41	22	5	11	23	19	26	4	14	36
gene-SYNPCC7002_RS04410	7	6	5	6	1	2	5	5	4	2	11	6	0	3	6	5	7	2	2	11
gene-SYNPCC7002_RS04415	35	23	10	20	3	11	14	20	12	15	41	12	12	12	16	26	23	3	3	24
gene-SYNPCC7002_RS04420	50	29	36	46	8	36	37	34	20	58	73	35	13	40	24	30	24	13	30	24
gene-SYNPCC7002_RS04425	31	13	13	17	3	22	11	18	5	21	34	9	3	15	12	16	19	8	6	14
gene-SYNPCC7002_RS04430	30	8	10	18	2	28	10	12	11	17	34	10	2	10	12	18	14	7	14	9
gene-SYNPCC7002_RS04435	56	46	34	40	5	47	41	46	17	53	84	25	8	23	38	43	31	11	30	40
gene-SYNPCC7002_RS04440	38	13	9	15	2	13	14	23	6	20	31	15	8	5	19	10	16	0	5	25
gene-SYNPCC7002_RS04445	28	12	8	12	4	23	16	27	8	27	34	8	4	10	21	20	16	3	10	19
gene-SYNPCC7002_RS04450	45	15	10	21	5	27	25	25	12	32	55	17	5	9	27	10	8	4	9	26
gene-SYNPCC7002_RS04455	21	13	5	12	3	11	13	13	6	11	27	6	0	7	13	7	14	6	10	9
gene-SYNPCC7002_RS04460	56	37	42	41	5	26	30	59	15	30	33	18	12	26	38	34	44	13	17	34
gene-SYNPCC7002_RS04465	37	29	24	26	11	28	35	37	8	33	49	26	13	27	31	15	19	8	26	39
gene-SYNPCC7002_RS04470	29	16	7	10	2	13	15	19	2	12	20	3	5	12	26	17	11	1	5	17
gene-SYNPCC7002_RS04475	6	2	1	3	2	5	9	8	1	4	5	5	1	4	6	5	13	4	3	8
gene-SYNPCC7002_RS04480	19	18	14	18	4	14	15	12	2	16	38	17	2	10	24	9	10	2	8	20
gene-SYNPCC7002_RS04485	22	13	6	8	5	13	15	14	3	16	20	6	4	6	9	7	9	3	2	14
gene-SYNPCC7002_RS04490	27	19	7	15	4	16	22	20	11	20	28	10	2	18	25	19	14	10	13	14
gene-SYNPCC7002_RS04495	48	36	25	42	6	70	43	33	22	58	104	38	11	24	40	45	41	10	17	46
gene-SYNPCC7002_RS04500	20	9	9	11	3	14	11	10	0	12	30	1	3	7	35	23	16	3	5	12
gene-SYNPCC7002_RS04505	68	38	23	32	1	24	51	57	3	40	62	33	13	29	30	28	35	3	9	45
gene-SYNPCC7002_RS04510	12	14	8	14	2	11	18	6	9	9	25	14	3	14	13	8	10	4	3	18
gene-SYNPCC7002_RS04515	12	4	8	8	1	8	10	9	2	9	14	14	3	8	9	7	6	4	2	6
gene-SYNPCC7002_RS04520	33	13	6	11	3	12	12	23	11	17	25	5	6	7	14	10	16	2	3	26
gene-SYNPCC7002_RS04525	23	18	12	29	6	24	16	22	10	18	59	15	7	16	21	25	18	4	14	18
gene-SYNPCC7002_RS04530	29	21	13	32	8	39	17	29	23	24	47	11	4	16	28	17	18	11	15	22
gene-SYNPCC7002_RS04535	20	15	9	16	3	8	12	14	4	20	20	17	4	10	6	16	14	3	8	11
gene-SYNPCC7002_RS04540	7	12	5	7	1	9	19	11	2	14	16	6	1	6	16	4	6	4	8	6
gene-SYNPCC7002_RS04545	20	14	12	11	2	18	10	18	5	18	27	6	7	5	12	15	14	1	6	15
gene-SYNPCC7002_RS16080	44	16	17	12	2	35	38	6	5	13	31	19	7	5	32	27	22	2	6	11
gene-SYNPCC7002_RS04555	13	5	10	6	1	6	8	11	2	6	15	13	3	6	7	10	8	1	5	10
gene-SYNPCC7002_RS04560	13	5	6	5	0	6	8	6	0	3	8	15	5	6	6	10	12	0	1	5
gene-SYNPCC7002_RS04565	35	8	17	20	3	20	17	32	1	25	35	17	11	8	25	15	17	2	5	39
gene-SYNPCC7002_RS04570	23	14	12	10	1	7	8	22	17	18	37	10	6	22	17	15	6	12	17	20
gene-SYNPCC7002_RS04575	22	18	5	8	4	7	6	27	1	23	51	6	0	20	15	14	11	6	7	16
gene-SYNPCC7002_RS04580	28	14	11	11	4	20	16	21	9	19	26	15	1	6	12	10	18	4	8	21
gene-SYNPCC7002_RS04585	22	19	8	12	3	8	18	24	5	15	30	11	8	17	33	8	7	11	13	18
gene-SYNPCC7002_RS04590	26	13	10	9	0	5	7	29	3	14	53	7	7	13	16	17	20	8	6	22
gene-SYNPCC7002_RS04595	5	7	3	8	1	1	9	4	5	13	12	5	0	3	11	12	2	2	5	3
gene-SYNPCC7002_RS04600	41	22	12	15	2	31	18	37	14	31	47	9	7	6	18	22	24	4	8	18
gene-SYNPCC7002_RS04605	37	18	22	28	9	26	37	36	19	21	50	22	12	13	24	26	24	12	21	30
gene-SYNPCC7002_RS04610	11	4	8	2	1	3	5	6	0	9	16	2	3	7	1	4	4	1	3	10
gene-SYNPCC7002_RS04615	22	6	8	4	1	6	10	16	1	18	32	5	6	13	8	14	9	1	3	21
gene-SYNPCC7002_RS04620	12	12	5	14	9	12	16	10	6	11	16	13	3	8	13	6	9	1	11	15
gene-SYNPCC7002_RS04625	35	8	11	9	1	13	15	31	1	32	64	11	6	18	22	23	14	12	12	33
gene-SYNPCC7002_RS04630	29	6	10	14	8	17	20	15	7	12	14	5	2	13	37	16	17	0	4	20
gene-SYNPCC7002_RS04635	31	14	7	19	1	13	14	17	6	16	27	10	4	9	21	8	12	6	6	10
gene-SYNPCC7002_RS04640	24	12	16	8	0	36	19	14	1	22	37	5	1	11	14	17	10	5	4	18
gene-SYNPCC7002_RS04645	13	14	10	11	0	11	16	16	0	22	37	9	5	8	18	13	20	5	3	22
gene-SYNPCC7002_RS04650	23	24	6	14	0	7	22	5	5	13	31	9	2	4	6	13	8	1	3	16
gene-SYNPCC7002_RS04655	27	10	7	8	0	12	11	14	1	15	29	9	1	6	7	11	16	1	6	14
gene-SYNPCC7002_RS04660	17	4	8	12	2	4	17	21	5	10	6	5	1	12	1	19	30	2	8	7
gene-SYNPCC7002_RS04665	11	4	7	4	0	4	15	14	1	9	9	2	3	12	8	20	13	0	8	6
gene-SYNPCC7002_RS04670	15	8	15	8	4	12	11	14	1	6	14	4	2	5	5	23	11	0	5	14
gene-SYNPCC7002_RS04675	8	1	10	11	2	6	9	4	1	8	9	5	0	7	4	10	6	1	14	13
gene-SYNPCC7002_RS04680	20	17	9	21	1	13	11	13	5	14	25	11	4	10	10	10	15	2	7	20
gene-SYNPCC7002_RS04685	22	22	4	15	2	27	20	25	8	21	41	18	5	14	15	19	26	1	9	20
gene-SYNPCC7002_RS04690	60	28	19	36	9	55	34	28	14	34	84	20	9	26	30	24	30	2	13	28
gene-SYNPCC7002_RS04695	37	24	10	20	6	23	18	26	6	24	30	17	8	9	24	17	20	5	7	34
gene-SYNPCC7002_RS04700	43	13	12	16	5	13	17	37	9	28	24	15	3	8	16	18	17	2	7	37
gene-SYNPCC7002_RS04705	16	8	13	13	0	12	12	20	2	13	17	8	4	8	4	8	10	2	6	14
gene-SYNPCC7002_RS04710	14	13	8	9	2	5	11	12	1	6	11	4	1	6	4	12	11	3	9	12
gene-SYNPCC7002_RS04715	47	45	10	26	3	47	38	35	11	19	73	16	6	14	25	29	42	2	10	43
gene-SYNPCC7002_RS04720	14	11	5	12	1	10	8	8	2	7	11	4	2	11	8	10	7	5	1	8
gene-SYNPCC7002_RS04725	19	9	1	7	2	15	9	11	2	9	18	10	1	2	4	3	8	2	3	8
gene-SYNPCC7002_RS04730	27	21	16	17	2	28	23	17	16	15	43	16	9	19	34	26	16	7	14	28
gene-SYNPCC7002_RS16085	31	16	7	15	0	29	20	10	0	12	27	10	2	7	30	11	24	5	3	24
gene-SYNPCC7002_RS04750	66	53	31	43	10	24	64	66	26	67	78	30	20	25	38	55	37	8	22	78
gene-SYNPCC7002_RS04755	17	4	4	6	1	7	2	3	5	3	14	4	0	1	5	5	4	2	0	2
gene-SYNPCC7002_RS04760	10	15	8	17	0	8	15	7	0	15	18	13	4	3	6	17	16	0	2	7
gene-SYNPCC7002_RS04765	31	13	8	15	2	8	13	22	2	22	14	12	8	7	8	9	13	0	7	25
gene-SYNPCC7002_RS04770	25	12	7	16	3	18	18	19	11	14	27	7	3	9	15	12	13	7	5	20
gene-SYNPCC7002_RS04775	22	24	8	30	0	11	34	23	8	22	30	12	8	12	11	19	17	1	7	26
gene-SYNPCC7002_RS04780	12	18	5	8	5	13	18	6	4	11	15	6	1	6	6	17	13	1	4	11
gene-SYNPCC7002_RS04785	5	2	0	1	0	0	2	0	0	4	3	1	1	3	2	2	0	0	1	3
gene-SYNPCC7002_RS04790	31	19	8	13	3	18	21	25	14	21	34	21	7	5	17	6	19	2	7	16
gene-SYNPCC7002_RS04795	28	40	21	25	6	36	27	66	5	22	32	6	4	13	25	28	35	10	19	21
gene-SYNPCC7002_RS04800	8	3	3	2	0	3	9	3	1	7	5	5	2	3	2	7	1	1	2	4
gene-SYNPCC7002_RS04805	7	3	6	6	0	3	7	3	1	7	8	19	1	4	2	5	2	2	4	7
gene-SYNPCC7002_RS04810	51	32	28	41	4	35	18	48	10	29	49	17	6	23	24	32	38	10	13	28
gene-SYNPCC7002_RS04815	62	22	21	36	0	20	30	44	11	36	53	30	8	18	20	28	27	6	18	37
gene-SYNPCC7002_RS04820	5	12	8	9	1	10	14	16	2	9	21	11	11	14	14	7	16	3	4	8
gene-SYNPCC7002_RS04825	5	8	7	7	1	8	15	6	2	9	21	9	2	8	5	10	7	2	6	3
gene-SYNPCC7002_RS04830	16	12	6	14	1	8	13	13	4	10	19	6	2	6	8	10	7	6	5	20
gene-SYNPCC7002_RS04835	11	9	12	10	1	16	17	5	4	16	25	11	5	9	3	14	6	0	10	5
gene-SYNPCC7002_RS04840	38	14	10	16	6	18	22	29	18	30	36	17	3	10	15	18	13	4	12	20
gene-SYNPCC7002_RS04845	13	4	8	12	2	7	10	15	0	5	17	10	0	8	11	4	9	1	4	13
gene-SYNPCC7002_RS04850	26	19	10	18	6	11	19	23	10	27	36	17	1	19	16	17	20	4	12	17
gene-SYNPCC7002_RS04855	43	27	26	24	2	38	32	28	2	21	48	17	5	26	31	23	19	1	18	24
gene-SYNPCC7002_RS04860	16	11	5	15	5	7	8	10	2	10	17	6	7	6	5	11	3	0	8	4
gene-SYNPCC7002_RS04865	29	24	19	16	4	18	23	23	5	15	19	6	2	7	18	21	16	10	13	31
gene-SYNPCC7002_RS04870	36	15	10	21	1	13	11	22	6	21	30	11	8	8	12	11	16	3	2	19
