Geneid	CO2	avg.z	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	string
gene-SYNPCC7002_RS01405	0.04	1.641576191329049	NC_010475.1	298818	299396	-	protein-coding	SYNPCC7002_RS01405	SYNPCC7002_RS01405	SYNPCC7002_A0284	HPP family protein	32049.SYNPCC7002_A0284
gene-SYNPCC7002_RS01405	4	-0.6434521374382248	NC_010475.1	298818	299396	-	protein-coding	SYNPCC7002_RS01405	SYNPCC7002_RS01405	SYNPCC7002_A0284	HPP family protein	32049.SYNPCC7002_A0284
gene-SYNPCC7002_RS01405	8	-0.5609658258727	NC_010475.1	298818	299396	-	protein-coding	SYNPCC7002_RS01405	SYNPCC7002_RS01405	SYNPCC7002_A0284	HPP family protein	32049.SYNPCC7002_A0284
gene-SYNPCC7002_RS01405	30	-0.4371582280181251	NC_010475.1	298818	299396	-	protein-coding	SYNPCC7002_RS01405	SYNPCC7002_RS01405	SYNPCC7002_A0284	HPP family protein	32049.SYNPCC7002_A0284
gene-SYNPCC7002_RS01410	0.04	0.5732216836059191	NC_010475.1	299661	299936	-	protein-coding	SYNPCC7002_RS01410	SYNPCC7002_RS01410	SYNPCC7002_A0285	MoaD/ThiS family protein	32049.SYNPCC7002_A0285
gene-SYNPCC7002_RS01410	4	-1.046102000875981	NC_010475.1	299661	299936	-	protein-coding	SYNPCC7002_RS01410	SYNPCC7002_RS01410	SYNPCC7002_A0285	MoaD/ThiS family protein	32049.SYNPCC7002_A0285
gene-SYNPCC7002_RS01410	8	-0.6566739229703595	NC_010475.1	299661	299936	-	protein-coding	SYNPCC7002_RS01410	SYNPCC7002_RS01410	SYNPCC7002_A0285	MoaD/ThiS family protein	32049.SYNPCC7002_A0285
gene-SYNPCC7002_RS01410	30	1.1295542402404215	NC_010475.1	299661	299936	-	protein-coding	SYNPCC7002_RS01410	SYNPCC7002_RS01410	SYNPCC7002_A0285	MoaD/ThiS family protein	32049.SYNPCC7002_A0285
gene-SYNPCC7002_RS01415	0.04	-0.2766586352376058	NC_010475.1	300041	301348	-	protein-coding	thrC	SYNPCC7002_RS01415	SYNPCC7002_A0286	threonine synthase	32049.SYNPCC7002_A0286
gene-SYNPCC7002_RS01415	4	-0.7536629498294447	NC_010475.1	300041	301348	-	protein-coding	thrC	SYNPCC7002_RS01415	SYNPCC7002_A0286	threonine synthase	32049.SYNPCC7002_A0286
gene-SYNPCC7002_RS01415	8	-0.5234444923652262	NC_010475.1	300041	301348	-	protein-coding	thrC	SYNPCC7002_RS01415	SYNPCC7002_A0286	threonine synthase	32049.SYNPCC7002_A0286
gene-SYNPCC7002_RS01415	30	1.553766077432273	NC_010475.1	300041	301348	-	protein-coding	thrC	SYNPCC7002_RS01415	SYNPCC7002_A0286	threonine synthase	32049.SYNPCC7002_A0286
gene-SYNPCC7002_RS01420	0.04	-1.537342996589144	NC_010475.1	301535	303085	-	protein-coding	kaiC	SYNPCC7002_RS01420	SYNPCC7002_A0287	circadian clock protein KaiC	32049.SYNPCC7002_A0287
gene-SYNPCC7002_RS01420	4	0.6928522289711375	NC_010475.1	301535	303085	-	protein-coding	kaiC	SYNPCC7002_RS01420	SYNPCC7002_A0287	circadian clock protein KaiC	32049.SYNPCC7002_A0287
gene-SYNPCC7002_RS01420	8	0.12756013836733546	NC_010475.1	301535	303085	-	protein-coding	kaiC	SYNPCC7002_RS01420	SYNPCC7002_A0287	circadian clock protein KaiC	32049.SYNPCC7002_A0287
gene-SYNPCC7002_RS01420	30	0.7169306292506789	NC_010475.1	301535	303085	-	protein-coding	kaiC	SYNPCC7002_RS01420	SYNPCC7002_A0287	circadian clock protein KaiC	32049.SYNPCC7002_A0287
gene-SYNPCC7002_RS01425	0.04	1.595732740125249	NC_010475.1	303268	303582	-	protein-coding	kaiB	SYNPCC7002_RS01425	SYNPCC7002_A0288	circadian clock protein KaiB	32049.SYNPCC7002_A0288
gene-SYNPCC7002_RS01425	4	-0.4244313275541058	NC_010475.1	303268	303582	-	protein-coding	kaiB	SYNPCC7002_RS01425	SYNPCC7002_A0288	circadian clock protein KaiB	32049.SYNPCC7002_A0288
gene-SYNPCC7002_RS01425	8	-0.6178286929427178	NC_010475.1	303268	303582	-	protein-coding	kaiB	SYNPCC7002_RS01425	SYNPCC7002_A0288	circadian clock protein KaiB	32049.SYNPCC7002_A0288
gene-SYNPCC7002_RS01425	30	-0.5534727196284346	NC_010475.1	303268	303582	-	protein-coding	kaiB	SYNPCC7002_RS01425	SYNPCC7002_A0288	circadian clock protein KaiB	32049.SYNPCC7002_A0288
gene-SYNPCC7002_RS01430	0.04	1.4177424763054887	NC_010475.1	303649	304548	-	protein-coding	SYNPCC7002_RS01430	SYNPCC7002_RS01430	SYNPCC7002_A0289	circadian clock protein KaiA	32049.SYNPCC7002_A0289
gene-SYNPCC7002_RS01430	4	-0.3268817340184776	NC_010475.1	303649	304548	-	protein-coding	SYNPCC7002_RS01430	SYNPCC7002_RS01430	SYNPCC7002_A0289	circadian clock protein KaiA	32049.SYNPCC7002_A0289
gene-SYNPCC7002_RS01430	8	-0.19327840657150763	NC_010475.1	303649	304548	-	protein-coding	SYNPCC7002_RS01430	SYNPCC7002_RS01430	SYNPCC7002_A0289	circadian clock protein KaiA	32049.SYNPCC7002_A0289
gene-SYNPCC7002_RS01430	30	-0.8975823357154925	NC_010475.1	303649	304548	-	protein-coding	SYNPCC7002_RS01430	SYNPCC7002_RS01430	SYNPCC7002_A0289	circadian clock protein KaiA	32049.SYNPCC7002_A0289
gene-SYNPCC7002_RS01435	0.04	-1.501658201691316	NC_010475.1	304710	306491	-	protein-coding	SYNPCC7002_RS01435	SYNPCC7002_RS01435	SYNPCC7002_A0290	glycosyltransferase family 39 protein	32049.SYNPCC7002_A0290
gene-SYNPCC7002_RS01435	4	0.8699757603495464	NC_010475.1	304710	306491	-	protein-coding	SYNPCC7002_RS01435	SYNPCC7002_RS01435	SYNPCC7002_A0290	glycosyltransferase family 39 protein	32049.SYNPCC7002_A0290
gene-SYNPCC7002_RS01435	8	0.5755542997024488	NC_010475.1	304710	306491	-	protein-coding	SYNPCC7002_RS01435	SYNPCC7002_RS01435	SYNPCC7002_A0290	glycosyltransferase family 39 protein	32049.SYNPCC7002_A0290
gene-SYNPCC7002_RS01435	30	0.05612814163931409	NC_010475.1	304710	306491	-	protein-coding	SYNPCC7002_RS01435	SYNPCC7002_RS01435	SYNPCC7002_A0290	glycosyltransferase family 39 protein	32049.SYNPCC7002_A0290
gene-SYNPCC7002_RS01440	0.04	-0.34129664871998533	NC_010475.1	306552	309254	-	protein-coding	SYNPCC7002_RS01440	SYNPCC7002_RS01440	SYNPCC7002_A0291	PEP-utilizing enzyme	32049.SYNPCC7002_A0291
gene-SYNPCC7002_RS01440	4	0.8089517526315655	NC_010475.1	306552	309254	-	protein-coding	SYNPCC7002_RS01440	SYNPCC7002_RS01440	SYNPCC7002_A0291	PEP-utilizing enzyme	32049.SYNPCC7002_A0291
gene-SYNPCC7002_RS01440	8	-0.1932325503358461	NC_010475.1	306552	309254	-	protein-coding	SYNPCC7002_RS01440	SYNPCC7002_RS01440	SYNPCC7002_A0291	PEP-utilizing enzyme	32049.SYNPCC7002_A0291
gene-SYNPCC7002_RS01440	30	-0.27442255357571343	NC_010475.1	306552	309254	-	protein-coding	SYNPCC7002_RS01440	SYNPCC7002_RS01440	SYNPCC7002_A0291	PEP-utilizing enzyme	32049.SYNPCC7002_A0291
gene-SYNPCC7002_RS01445	0.04	-1.499680471402187	NC_010475.1	309251	310429	-	protein-coding	SYNPCC7002_RS01445	SYNPCC7002_RS01445	SYNPCC7002_A0292	LL-diaminopimelate aminotransferase	32049.SYNPCC7002_A0292
gene-SYNPCC7002_RS01445	4	0.7019834399122784	NC_010475.1	309251	310429	-	protein-coding	SYNPCC7002_RS01445	SYNPCC7002_RS01445	SYNPCC7002_A0292	LL-diaminopimelate aminotransferase	32049.SYNPCC7002_A0292
gene-SYNPCC7002_RS01445	8	0.6844167560599033	NC_010475.1	309251	310429	-	protein-coding	SYNPCC7002_RS01445	SYNPCC7002_RS01445	SYNPCC7002_A0292	LL-diaminopimelate aminotransferase	32049.SYNPCC7002_A0292
gene-SYNPCC7002_RS01445	30	0.11328027543003905	NC_010475.1	309251	310429	-	protein-coding	SYNPCC7002_RS01445	SYNPCC7002_RS01445	SYNPCC7002_A0292	LL-diaminopimelate aminotransferase	32049.SYNPCC7002_A0292
gene-SYNPCC7002_RS01450	0.04	-1.204696886283472	NC_010475.1	310457	310783	-	protein-coding	SYNPCC7002_RS01450	SYNPCC7002_RS01450	SYNPCC7002_A0293	thioredoxin	32049.SYNPCC7002_A0293
gene-SYNPCC7002_RS01450	4	0.738682913688116	NC_010475.1	310457	310783	-	protein-coding	SYNPCC7002_RS01450	SYNPCC7002_RS01450	SYNPCC7002_A0293	thioredoxin	32049.SYNPCC7002_A0293
gene-SYNPCC7002_RS01450	8	1.0227397320277178	NC_010475.1	310457	310783	-	protein-coding	SYNPCC7002_RS01450	SYNPCC7002_RS01450	SYNPCC7002_A0293	thioredoxin	32049.SYNPCC7002_A0293
gene-SYNPCC7002_RS01450	30	-0.5567257594323392	NC_010475.1	310457	310783	-	protein-coding	SYNPCC7002_RS01450	SYNPCC7002_RS01450	SYNPCC7002_A0293	thioredoxin	32049.SYNPCC7002_A0293
gene-SYNPCC7002_RS01455	0.04	0.8781461134748039	NC_010475.1	310998	311801	-	protein-coding	SYNPCC7002_RS01455	SYNPCC7002_RS01455	SYNPCC7002_A0294	PspA/IM30 family protein	32049.SYNPCC7002_A0294
gene-SYNPCC7002_RS01455	4	-1.0853521320663646	NC_010475.1	310998	311801	-	protein-coding	SYNPCC7002_RS01455	SYNPCC7002_RS01455	SYNPCC7002_A0294	PspA/IM30 family protein	32049.SYNPCC7002_A0294
gene-SYNPCC7002_RS01455	8	-0.6506609026266247	NC_010475.1	310998	311801	-	protein-coding	SYNPCC7002_RS01455	SYNPCC7002_RS01455	SYNPCC7002_A0294	PspA/IM30 family protein	32049.SYNPCC7002_A0294
gene-SYNPCC7002_RS01455	30	0.8578669212181329	NC_010475.1	310998	311801	-	protein-coding	SYNPCC7002_RS01455	SYNPCC7002_RS01455	SYNPCC7002_A0294	PspA/IM30 family protein	32049.SYNPCC7002_A0294
gene-SYNPCC7002_RS01460	0.04	1.57891606554895	NC_010475.1	312347	313519	+	protein-coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	SYNPCC7002_A0295	ATP-binding protein	32049.SYNPCC7002_A0295
gene-SYNPCC7002_RS01460	4	-0.6776964984075693	NC_010475.1	312347	313519	+	protein-coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	SYNPCC7002_A0295	ATP-binding protein	32049.SYNPCC7002_A0295
gene-SYNPCC7002_RS01460	8	-0.7665528962921377	NC_010475.1	312347	313519	+	protein-coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	SYNPCC7002_A0295	ATP-binding protein	32049.SYNPCC7002_A0295
gene-SYNPCC7002_RS01460	30	-0.13466667084924214	NC_010475.1	312347	313519	+	protein-coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	SYNPCC7002_A0295	ATP-binding protein	32049.SYNPCC7002_A0295
gene-SYNPCC7002_RS01465	0.04	-0.9485629975157913	NC_010475.1	313609	314862	+	protein-coding	trpB	SYNPCC7002_RS01465	SYNPCC7002_A0296	tryptophan synthase subunit beta	32049.SYNPCC7002_A0296
gene-SYNPCC7002_RS01465	4	0.22282432515643483	NC_010475.1	313609	314862	+	protein-coding	trpB	SYNPCC7002_RS01465	SYNPCC7002_A0296	tryptophan synthase subunit beta	32049.SYNPCC7002_A0296
gene-SYNPCC7002_RS01465	8	-0.5267719595907285	NC_010475.1	313609	314862	+	protein-coding	trpB	SYNPCC7002_RS01465	SYNPCC7002_A0296	tryptophan synthase subunit beta	32049.SYNPCC7002_A0296
gene-SYNPCC7002_RS01465	30	1.252510631950064	NC_010475.1	313609	314862	+	protein-coding	trpB	SYNPCC7002_RS01465	SYNPCC7002_A0296	tryptophan synthase subunit beta	32049.SYNPCC7002_A0296
gene-SYNPCC7002_RS01470	0.04	-1.3381691517686485	NC_010475.1	314936	315595	-	protein-coding	SYNPCC7002_RS01470	SYNPCC7002_RS01470	SYNPCC7002_A0297	hypothetical protein	32049.SYNPCC7002_A0297
gene-SYNPCC7002_RS01470	4	0.30397054454837985	NC_010475.1	314936	315595	-	protein-coding	SYNPCC7002_RS01470	SYNPCC7002_RS01470	SYNPCC7002_A0297	hypothetical protein	32049.SYNPCC7002_A0297
gene-SYNPCC7002_RS01470	8	0.7155381199508252	NC_010475.1	314936	315595	-	protein-coding	SYNPCC7002_RS01470	SYNPCC7002_RS01470	SYNPCC7002_A0297	hypothetical protein	32049.SYNPCC7002_A0297
gene-SYNPCC7002_RS01470	30	0.3186604872694372	NC_010475.1	314936	315595	-	protein-coding	SYNPCC7002_RS01470	SYNPCC7002_RS01470	SYNPCC7002_A0297	hypothetical protein	32049.SYNPCC7002_A0297
gene-SYNPCC7002_RS01475	0.04	1.4781497629111766	NC_010475.1	315839	316504	-	protein-coding	SYNPCC7002_RS01475	SYNPCC7002_RS01475	SYNPCC7002_A0299	hypothetical protein	32049.SYNPCC7002_A0299
gene-SYNPCC7002_RS01475	4	-0.5811659024451494	NC_010475.1	315839	316504	-	protein-coding	SYNPCC7002_RS01475	SYNPCC7002_RS01475	SYNPCC7002_A0299	hypothetical protein	32049.SYNPCC7002_A0299
gene-SYNPCC7002_RS01475	8	-0.7744549537231331	NC_010475.1	315839	316504	-	protein-coding	SYNPCC7002_RS01475	SYNPCC7002_RS01475	SYNPCC7002_A0299	hypothetical protein	32049.SYNPCC7002_A0299
gene-SYNPCC7002_RS01475	30	-0.12252890674286449	NC_010475.1	315839	316504	-	protein-coding	SYNPCC7002_RS01475	SYNPCC7002_RS01475	SYNPCC7002_A0299	hypothetical protein	32049.SYNPCC7002_A0299
gene-SYNPCC7002_RS01480	0.04	-0.03424073017608857	NC_010475.1	316587	317168	+	protein-coding	SYNPCC7002_RS01480	SYNPCC7002_RS01480	SYNPCC7002_A0300	hypothetical protein	32049.SYNPCC7002_A0300
gene-SYNPCC7002_RS01480	4	-0.7790581935190983	NC_010475.1	316587	317168	+	protein-coding	SYNPCC7002_RS01480	SYNPCC7002_RS01480	SYNPCC7002_A0300	hypothetical protein	32049.SYNPCC7002_A0300
gene-SYNPCC7002_RS01480	8	-0.7068645917066019	NC_010475.1	316587	317168	+	protein-coding	SYNPCC7002_RS01480	SYNPCC7002_RS01480	SYNPCC7002_A0300	hypothetical protein	32049.SYNPCC7002_A0300
gene-SYNPCC7002_RS01480	30	1.5201635154017712	NC_010475.1	316587	317168	+	protein-coding	SYNPCC7002_RS01480	SYNPCC7002_RS01480	SYNPCC7002_A0300	hypothetical protein	32049.SYNPCC7002_A0300
gene-SYNPCC7002_RS01485	0.04	-1.3998022035531554	NC_010475.1	317184	318857	-	protein-coding	nadB	SYNPCC7002_RS01485	SYNPCC7002_A0301	L-aspartate oxidase	32049.SYNPCC7002_A0301
gene-SYNPCC7002_RS01485	4	0.9543478310162231	NC_010475.1	317184	318857	-	protein-coding	nadB	SYNPCC7002_RS01485	SYNPCC7002_A0301	L-aspartate oxidase	32049.SYNPCC7002_A0301
gene-SYNPCC7002_RS01485	8	0.7419832508687929	NC_010475.1	317184	318857	-	protein-coding	nadB	SYNPCC7002_RS01485	SYNPCC7002_A0301	L-aspartate oxidase	32049.SYNPCC7002_A0301
gene-SYNPCC7002_RS01485	30	-0.2965288783318526	NC_010475.1	317184	318857	-	protein-coding	nadB	SYNPCC7002_RS01485	SYNPCC7002_A0301	L-aspartate oxidase	32049.SYNPCC7002_A0301
gene-SYNPCC7002_RS01490	0.04	-0.5644317589332952	NC_010475.1	319181	319672	-	protein-coding	SYNPCC7002_RS01490	SYNPCC7002_RS01490	SYNPCC7002_A0302	DNA starvation/stationary phase protection protein	32049.SYNPCC7002_A0302
gene-SYNPCC7002_RS01490	4	-0.5655529922451112	NC_010475.1	319181	319672	-	protein-coding	SYNPCC7002_RS01490	SYNPCC7002_RS01490	SYNPCC7002_A0302	DNA starvation/stationary phase protection protein	32049.SYNPCC7002_A0302
gene-SYNPCC7002_RS01490	8	-0.5312324601183577	NC_010475.1	319181	319672	-	protein-coding	SYNPCC7002_RS01490	SYNPCC7002_RS01490	SYNPCC7002_A0302	DNA starvation/stationary phase protection protein	32049.SYNPCC7002_A0302
gene-SYNPCC7002_RS01490	30	1.6612172112967634	NC_010475.1	319181	319672	-	protein-coding	SYNPCC7002_RS01490	SYNPCC7002_RS01490	SYNPCC7002_A0302	DNA starvation/stationary phase protection protein	32049.SYNPCC7002_A0302
gene-SYNPCC7002_RS01495	0.04	-0.40625074253260895	NC_010475.1	319867	320688	-	protein-coding	SYNPCC7002_RS01495	SYNPCC7002_RS01495	SYNPCC7002_A0303	ChaB family protein	32049.SYNPCC7002_A0303
gene-SYNPCC7002_RS01495	4	-0.6270589142143868	NC_010475.1	319867	320688	-	protein-coding	SYNPCC7002_RS01495	SYNPCC7002_RS01495	SYNPCC7002_A0303	ChaB family protein	32049.SYNPCC7002_A0303
gene-SYNPCC7002_RS01495	8	-0.6229521498508876	NC_010475.1	319867	320688	-	protein-coding	SYNPCC7002_RS01495	SYNPCC7002_RS01495	SYNPCC7002_A0303	ChaB family protein	32049.SYNPCC7002_A0303
gene-SYNPCC7002_RS01495	30	1.6562618065978847	NC_010475.1	319867	320688	-	protein-coding	SYNPCC7002_RS01495	SYNPCC7002_RS01495	SYNPCC7002_A0303	ChaB family protein	32049.SYNPCC7002_A0303
gene-SYNPCC7002_RS01500	0.04	0.34749441218442545	NC_010475.1	320739	321059	-	protein-coding	SYNPCC7002_RS01500	SYNPCC7002_RS01500	SYNPCC7002_A0304	hypothetical protein	32049.SYNPCC7002_A0304
gene-SYNPCC7002_RS01500	4	-0.9129818624819463	NC_010475.1	320739	321059	-	protein-coding	SYNPCC7002_RS01500	SYNPCC7002_RS01500	SYNPCC7002_A0304	hypothetical protein	32049.SYNPCC7002_A0304
gene-SYNPCC7002_RS01500	8	-0.8362243632710206	NC_010475.1	320739	321059	-	protein-coding	SYNPCC7002_RS01500	SYNPCC7002_RS01500	SYNPCC7002_A0304	hypothetical protein	32049.SYNPCC7002_A0304
gene-SYNPCC7002_RS01500	30	1.4017118135685438	NC_010475.1	320739	321059	-	protein-coding	SYNPCC7002_RS01500	SYNPCC7002_RS01500	SYNPCC7002_A0304	hypothetical protein	32049.SYNPCC7002_A0304
gene-SYNPCC7002_RS01505	0.04	-1.4102206977422826	NC_010475.1	321501	321980	-	protein-coding	SYNPCC7002_RS01505	SYNPCC7002_RS01505	SYNPCC7002_A0305	DUF4079 domain-containing protein	32049.SYNPCC7002_A0305
gene-SYNPCC7002_RS01505	4	0.6885940204026557	NC_010475.1	321501	321980	-	protein-coding	SYNPCC7002_RS01505	SYNPCC7002_RS01505	SYNPCC7002_A0305	DUF4079 domain-containing protein	32049.SYNPCC7002_A0305
gene-SYNPCC7002_RS01505	8	1.0388951772220762	NC_010475.1	321501	321980	-	protein-coding	SYNPCC7002_RS01505	SYNPCC7002_RS01505	SYNPCC7002_A0305	DUF4079 domain-containing protein	32049.SYNPCC7002_A0305
gene-SYNPCC7002_RS01505	30	-0.3172684998824546	NC_010475.1	321501	321980	-	protein-coding	SYNPCC7002_RS01505	SYNPCC7002_RS01505	SYNPCC7002_A0305	DUF4079 domain-containing protein	32049.SYNPCC7002_A0305
gene-SYNPCC7002_RS01510	0.04	-1.600025436563437	NC_010475.1	322106	322657	-	protein-coding	folK	SYNPCC7002_RS01510	SYNPCC7002_A0306	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	32049.SYNPCC7002_A0306
gene-SYNPCC7002_RS01510	4	0.6703443119985161	NC_010475.1	322106	322657	-	protein-coding	folK	SYNPCC7002_RS01510	SYNPCC7002_A0306	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	32049.SYNPCC7002_A0306
gene-SYNPCC7002_RS01510	8	0.7818119396963231	NC_010475.1	322106	322657	-	protein-coding	folK	SYNPCC7002_RS01510	SYNPCC7002_A0306	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	32049.SYNPCC7002_A0306
gene-SYNPCC7002_RS01510	30	0.14786918486858847	NC_010475.1	322106	322657	-	protein-coding	folK	SYNPCC7002_RS01510	SYNPCC7002_A0306	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	32049.SYNPCC7002_A0306
gene-SYNPCC7002_RS01515	0.04	-1.623423437441335	NC_010475.1	322663	323025	-	protein-coding	folB	SYNPCC7002_RS01515	SYNPCC7002_A0307	dihydroneopterin aldolase	32049.SYNPCC7002_A0307
gene-SYNPCC7002_RS01515	4	0.6568981674404354	NC_010475.1	322663	323025	-	protein-coding	folB	SYNPCC7002_RS01515	SYNPCC7002_A0307	dihydroneopterin aldolase	32049.SYNPCC7002_A0307
gene-SYNPCC7002_RS01515	8	0.7652805108483861	NC_010475.1	322663	323025	-	protein-coding	folB	SYNPCC7002_RS01515	SYNPCC7002_A0307	dihydroneopterin aldolase	32049.SYNPCC7002_A0307
gene-SYNPCC7002_RS01515	30	0.20124475915251366	NC_010475.1	322663	323025	-	protein-coding	folB	SYNPCC7002_RS01515	SYNPCC7002_A0307	dihydroneopterin aldolase	32049.SYNPCC7002_A0307
gene-SYNPCC7002_RS01520	0.04	-1.6466595773337431	NC_010475.1	323018	323755	-	protein-coding	SYNPCC7002_RS01520	SYNPCC7002_RS01520	SYNPCC7002_A0308	SDR family oxidoreductase	32049.SYNPCC7002_A0308
gene-SYNPCC7002_RS01520	4	0.6188397357605997	NC_010475.1	323018	323755	-	protein-coding	SYNPCC7002_RS01520	SYNPCC7002_RS01520	SYNPCC7002_A0308	SDR family oxidoreductase	32049.SYNPCC7002_A0308
gene-SYNPCC7002_RS01520	8	0.6483993651606317	NC_010475.1	323018	323755	-	protein-coding	SYNPCC7002_RS01520	SYNPCC7002_RS01520	SYNPCC7002_A0308	SDR family oxidoreductase	32049.SYNPCC7002_A0308
gene-SYNPCC7002_RS01520	30	0.3794204764125102	NC_010475.1	323018	323755	-	protein-coding	SYNPCC7002_RS01520	SYNPCC7002_RS01520	SYNPCC7002_A0308	SDR family oxidoreductase	32049.SYNPCC7002_A0308
gene-SYNPCC7002_RS01525	0.04	-1.3002379571615796	NC_010475.1	323974	325062	+	protein-coding	bioB	SYNPCC7002_RS01525	SYNPCC7002_A0309	biotin synthase BioB	32049.SYNPCC7002_A0309
gene-SYNPCC7002_RS01525	4	0.7815477097876503	NC_010475.1	323974	325062	+	protein-coding	bioB	SYNPCC7002_RS01525	SYNPCC7002_A0309	biotin synthase BioB	32049.SYNPCC7002_A0309
gene-SYNPCC7002_RS01525	8	0.890399036852749	NC_010475.1	323974	325062	+	protein-coding	bioB	SYNPCC7002_RS01525	SYNPCC7002_A0309	biotin synthase BioB	32049.SYNPCC7002_A0309
gene-SYNPCC7002_RS01525	30	-0.3717087894788426	NC_010475.1	323974	325062	+	protein-coding	bioB	SYNPCC7002_RS01525	SYNPCC7002_A0309	biotin synthase BioB	32049.SYNPCC7002_A0309
gene-SYNPCC7002_RS01530	0.04	-1.506812128357932	NC_010475.1	325093	325707	+	protein-coding	SYNPCC7002_RS01530	SYNPCC7002_RS01530	SYNPCC7002_A0310	biotin transporter BioY	32049.SYNPCC7002_A0310
gene-SYNPCC7002_RS01530	4	0.8677534484514251	NC_010475.1	325093	325707	+	protein-coding	SYNPCC7002_RS01530	SYNPCC7002_RS01530	SYNPCC7002_A0310	biotin transporter BioY	32049.SYNPCC7002_A0310
gene-SYNPCC7002_RS01530	8	0.6435258301729617	NC_010475.1	325093	325707	+	protein-coding	SYNPCC7002_RS01530	SYNPCC7002_RS01530	SYNPCC7002_A0310	biotin transporter BioY	32049.SYNPCC7002_A0310
gene-SYNPCC7002_RS01530	30	-0.004467150266474356	NC_010475.1	325093	325707	+	protein-coding	SYNPCC7002_RS01530	SYNPCC7002_RS01530	SYNPCC7002_A0310	biotin transporter BioY	32049.SYNPCC7002_A0310
gene-SYNPCC7002_RS01535	0.04	-1.5638419887494814	NC_010475.1	325764	326270	+	protein-coding	lspA	SYNPCC7002_RS01535	SYNPCC7002_A0311	signal peptidase II	32049.SYNPCC7002_A0311
gene-SYNPCC7002_RS01535	4	0.6406524378258895	NC_010475.1	325764	326270	+	protein-coding	lspA	SYNPCC7002_RS01535	SYNPCC7002_A0311	signal peptidase II	32049.SYNPCC7002_A0311
gene-SYNPCC7002_RS01535	8	0.7454241254025815	NC_010475.1	325764	326270	+	protein-coding	lspA	SYNPCC7002_RS01535	SYNPCC7002_A0311	signal peptidase II	32049.SYNPCC7002_A0311
gene-SYNPCC7002_RS01535	30	0.17776542552101435	NC_010475.1	325764	326270	+	protein-coding	lspA	SYNPCC7002_RS01535	SYNPCC7002_A0311	signal peptidase II	32049.SYNPCC7002_A0311
gene-SYNPCC7002_RS01540	0.04	1.4963891964484557	NC_010475.1	326325	326711	-	protein-coding	SYNPCC7002_RS01540	SYNPCC7002_RS01540	SYNPCC7002_A0312	hypothetical protein	32049.SYNPCC7002_A0312
gene-SYNPCC7002_RS01540	4	-0.7353687784042972	NC_010475.1	326325	326711	-	protein-coding	SYNPCC7002_RS01540	SYNPCC7002_RS01540	SYNPCC7002_A0312	hypothetical protein	32049.SYNPCC7002_A0312
gene-SYNPCC7002_RS01540	8	-0.9380450609073683	NC_010475.1	326325	326711	-	protein-coding	SYNPCC7002_RS01540	SYNPCC7002_RS01540	SYNPCC7002_A0312	hypothetical protein	32049.SYNPCC7002_A0312
gene-SYNPCC7002_RS01540	30	0.17702464286319444	NC_010475.1	326325	326711	-	protein-coding	SYNPCC7002_RS01540	SYNPCC7002_RS01540	SYNPCC7002_A0312	hypothetical protein	32049.SYNPCC7002_A0312
gene-SYNPCC7002_RS01545	0.04	-1.1515088863718526	NC_010475.1	326934	328067	+	protein-coding	SYNPCC7002_RS01545	SYNPCC7002_RS01545	SYNPCC7002_A0313	extracellular solute-binding protein	32049.SYNPCC7002_A0313
gene-SYNPCC7002_RS01545	4	0.6148263483937628	NC_010475.1	326934	328067	+	protein-coding	SYNPCC7002_RS01545	SYNPCC7002_RS01545	SYNPCC7002_A0313	extracellular solute-binding protein	32049.SYNPCC7002_A0313
gene-SYNPCC7002_RS01545	8	0.2872285468675213	NC_010475.1	326934	328067	+	protein-coding	SYNPCC7002_RS01545	SYNPCC7002_RS01545	SYNPCC7002_A0313	extracellular solute-binding protein	32049.SYNPCC7002_A0313
gene-SYNPCC7002_RS01545	30	0.24945399111053546	NC_010475.1	326934	328067	+	protein-coding	SYNPCC7002_RS01545	SYNPCC7002_RS01545	SYNPCC7002_A0313	extracellular solute-binding protein	32049.SYNPCC7002_A0313
gene-SYNPCC7002_RS01550	0.04	-1.3773549525403288	NC_010475.1	328141	329286	+	protein-coding	SYNPCC7002_RS01550	SYNPCC7002_RS01550	SYNPCC7002_A0314	Gfo/Idh/MocA family oxidoreductase	32049.SYNPCC7002_A0314
gene-SYNPCC7002_RS01550	4	0.8059760520952712	NC_010475.1	328141	329286	+	protein-coding	SYNPCC7002_RS01550	SYNPCC7002_RS01550	SYNPCC7002_A0314	Gfo/Idh/MocA family oxidoreductase	32049.SYNPCC7002_A0314
gene-SYNPCC7002_RS01550	8	0.5269029439452546	NC_010475.1	328141	329286	+	protein-coding	SYNPCC7002_RS01550	SYNPCC7002_RS01550	SYNPCC7002_A0314	Gfo/Idh/MocA family oxidoreductase	32049.SYNPCC7002_A0314
