"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"1726","213","COMPARTMENTS","","Cellular anatomical entity","3.07E-21","ACA98039.1|efp|fabZ|ACA98089.1|eno|rbfA|ACA98101.1|ACA98139.1|trmH|ACA98146.1|clpC|groEL-II|ndhF-III|ndhD-III|ACA98189.1|ACA98196.1|prfB|sodB|glnN|lrtA|grxC|ACA98300.1|ACA98302.1|ACA98318.1|fusA|csgA|rpsF|ACA98483.1|ACA98485.1|rplU|plsX|ACA98547.1|ACA98575.1|tpiA|deaD|ACA98631.1|thrS|fadD|dnaJ|ACA98707.1|ACA98709.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|rimP|nusA|infB|ACA98769.1|ACA98771.1|petB|ndhF|todF|pip|ACA98918.1|ndhE|ndhG|ndhI|ndhA|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|putA|ppib|sdhB|ACA99107.1|ACA99142.1|ctaCI|ctaDI|ctaEI|trmE|ACA99172.1|ACA99173.1|ppa|rimM|prmA|ACA99265.1|tig|map|bioF|merA|ACA99331.1|ACA99398.1|ACA99416.1|ACA99460.1|rplI|ACA99496.1|obg|ACA99524.1|pgk|ACA99596.1|ffh|ACA99616.1|rbpA|glnA|degQ|ACA99645.1|ACA99727.1|rpsU|ybeY|ACA99779.1|ACA99792.1|ndhD4|ACA99836.1|ACA99891.1|petC|proC|ACA99912.1|ACA99930.1|tsf|rpsB|ndhD2|ACA99963.1|ACA99965.1|ACA99966.1|ndhD1|ACA99988.1|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|ACB00092.1|accC|dnaK-3|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00170.1|ACB00202.1|ACB00259.1|ACB00272.1|ndhD|map-2|def|clpB1|fabG|dnaK-4|lepA|apqZ|accA|groES|groEL|rfaG-2|hyuA|ACB00497.1|sll1284|ndhH|rnc-2|ndhB|fabD|ACB00570.1|ACB00586.1|ACB00587.1|ACB00601.1|ACB00646.1|infC|ACB00679.1|coaE|ndhC|ndhK|ndhJ|ACB00725.1|ftsY|fcl|ACB00805.1|ACB00806.1|ACB00834.1|ACB00835.1","163300","5275|5629|5551|5536|5530|5545|3637|3889|3907|3823|3760|3718|4159|4174|4132|4081|4078|2332|2314|2179|2602|2557|2542|1273|1540|844|6232|6037|5476|5377|4438|4345|4726|4555|1846|1801|1762|3208|3064|418|403|466|463|472|469|457|454|460|433|424|421|1462|1474|1447|1420|1393|5008|4969|4921|5842|3304|3292|3283|3280|3286|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1966|2092|2089|2221|2545|2449|2422|2437|637|634|628|826|727|1249|1117|1090|1078|1072|6076|5413|4798|4681|3790|4216|2740|3223|3139|2260|1435|1360|1345|1339|1330|1672|1648|5914|5881|6313|6124|3484|3475|4468|1753|1747|1732|1918|1855|1771|1780|2851|2821|2812|2818|2491|2485|715|709|712|703|706|682|676|1174|1075|5062|5065|5056|5167|5170|5155|5680|3562|3529|3727|4228|4180|4144|4057|2365|2338|2311|2176|2650|2638|2530|1591|1567|967|973|958|925|829|1150|5755|6307|6235|5374|4429|4435|4366|4723|4729|4711|4702|3838|2779|2743|2749|3124|3103","1.17E-23","","GOCC:0110165","2.051286162452281","0"
"57","43","GO Cellular Component","","Ribosome","3.09E-21","rpsF|rplU|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rimM|rplI|rpsU|rpsB|rpsJ|rpsG|rpsL|rpsD|rplT|rpmI","163300","6232|5377|3508|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|727|4216|5881|1780|715|703|706|676|5167|5170","2.16E-23","","GO:0005840","2.0510041520575166","0"
"196","69","GO Biological Process","","Macromolecule biosynthetic process","2.73E-20","efp|ACA98089.1|prfB|ACA98300.1|fusA|sigC|rpsF|rplU|thrS|nusA|infB|nusB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpoA|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|ACA99891.1|ACA99930.1|tsf|rpsB|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|rplT|rpmI|def|lepA|infC","163300","5629|5536|4078|2557|1540|982|6232|5377|1762|1474|1447|3271|3514|3508|3370|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4015|3988|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|1753|1855|1771|1780|532|535|523|715|709|712|703|706|682|676|5167|5170|4180|2338|4429","1.97E-22","","GO:0009059","1.9563837352959244","0"
"52","41","GO Molecular Function","","Structural constituent of ribosome","4.8E-20","rpsF|rplU|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|rpsB|rpsJ|rpsG|rpsL|rpsD|rplT|rpmI","163300","6232|5377|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|1780|715|703|706|676|5167|5170","8.02E-23","","GO:0003735","1.9318758762624413","0"
"155","61","GO Biological Process","","Cellular macromolecule biosynthetic process","1.31E-19","efp|ACA98089.1|prfB|ACA98300.1|fusA|rpsF|rplU|thrS|infB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|ACA99891.1|ACA99930.1|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|rplT|rpmI|def|lepA|infC","163300","5629|5536|4078|2557|1540|6232|5377|1762|1447|3514|3508|3370|4114|4123|4105|4111|4063|4060|4036|4045|4033|4015|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|1753|1855|1771|1780|715|709|712|703|706|682|676|5167|5170|4180|2338|4429","1.06E-21","","GO:0034645","1.8882728704344234","0"
"211","69","GO Cellular Component","","Intracellular non-membrane-bounded organelle","4.53E-19","ftsH-2|rpsF|rplU|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|petB|ftsH-4|ndhE|ndhI|ndhA|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|secY|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rimM|rplI|rpsU|petC|rpsB|ndhD2|ndhD1|rpsJ|rpsG|rpsL|rpsD|rplT|rpmI|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ|ACB00725.1","163300","5695|6232|5377|466|463|472|469|457|454|460|424|421|5008|3664|3292|3280|3286|3508|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|3970|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|727|4216|5881|1747|1780|2851|2491|715|703|706|676|5167|5170|3727|973|925|4723|4729|4711|4702","6.34E-21","","GO:0043232","1.8343901797987168","0"
"315","83","GO Biological Process","","Cellular nitrogen compound biosynthetic process","2.71E-18","efp|ACA98089.1|prfB|fusA|sigC|rpsF|rplU|thrS|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|infB|nusB|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpoA|rpsK|rpsM|infA|adk|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|bioF|rplI|rpsU|ACA99930.1|tsf|rpsB|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|accC|rplT|rpmI|def|lepA|accA|infC|coaE|fcl","163300","5629|5536|4078|1540|982|6232|5377|1762|466|463|472|469|457|454|460|433|424|421|1474|1447|3271|3514|3508|3370|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4015|3988|4000|3973|3982|3961|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1072|4216|5881|1855|1771|1780|532|535|523|715|709|712|703|706|682|676|1075|5167|5170|4180|2338|2176|4429|4366|2779","2.44E-20","","GO:0044271","1.7567030709125593","0"
"2158","229","GO Cellular Component","","Cellular anatomical entity","3.1E-18","ACA98039.1|ftsH-2|efp|fabZ|ACA98089.1|eno|rbfA|ACA98101.1|ACA98139.1|trmH|ACA98146.1|clpC|groEL-II|ndhF-III|ndhD-III|ACA98189.1|ACA98196.1|prfB|sodB|glnN|lrtA|grxC|ACA98300.1|ACA98302.1|ACA98318.1|fusA|sigC|csgA|rpsF|ACA98456.1|ACA98483.1|ACA98485.1|rplU|pqqL|plsX|ACA98547.1|ACA98575.1|tpiA|deaD|ACA98631.1|thrS|fadD|dnaJ|ACA98707.1|ACA98709.1|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|rimP|nusA|infB|ACA98769.1|ACA98771.1|petB|ndhF|todF|pip|ftsH-4|ACA98918.1|ndhE|ndhG|ndhI|ndhA|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|truA|rplQ|rpoA|rpsK|rpsM|infA|adk|secY|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|putA|ppib|sdhB|ACA99107.1|ACA99142.1|ctaCI|ctaDI|ctaEI|trmE|ACA99172.1|ACA99173.1|ppa|rimM|prmA|ACA99265.1|tig|map|bioF|merA|ACA99331.1|ACA99398.1|ACA99416.1|ACA99460.1|rplI|ACA99496.1|obg|ACA99524.1|pgk|ACA99596.1|ffh|ACA99616.1|rbpA|glnA|degQ|ACA99645.1|envM|ACA99727.1|rpsU|ybeY|ACA99779.1|ACA99792.1|ndhD4|ACA99836.1|ACA99849.1|ACA99891.1|petC|proC|ACA99912.1|ACA99930.1|tsf|rpsB|ndhD2|ACA99963.1|ACA99965.1|ACA99966.1|ndhD1|ACA99988.1|hrcA|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|ACB00092.1|accC|dnaK-3|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00170.1|ACB00202.1|ACB00259.1|ACB00272.1|petF-4|ndhD|map-2|def|clpB1|fabG|dnaK-4|lepA|apqZ|accA|groES|groEL|rfaG-2|pqqL-2|ACB00473.1|hyuA|ACB00497.1|sll1284|ndhH|rnc-2|ndhB|fabD|ACB00570.1|ACB00586.1|ACB00587.1|ACB00601.1|ACB00646.1|infC|ACB00679.1|coaE|ndhC|ndhK|ndhJ|ACB00725.1|ftsY|fcl|ACB00805.1|ACB00806.1|ACB00834.1|ACB00835.1","163300","5275|5695|5629|5551|5536|5530|5545|3637|3889|3907|3823|3760|3718|4159|4174|4132|4081|4078|2332|2314|2179|2602|2557|2542|1273|1540|982|844|6232|6214|6037|5476|5377|4456|4438|4345|4726|4555|1846|1801|1762|3208|3064|418|403|484|466|463|472|469|457|454|460|433|424|421|1462|1474|1447|1420|1393|5008|4969|4921|5842|3664|3304|3292|3283|3280|3286|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4003|4015|3988|4000|3973|3982|3961|3970|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|1966|2092|2089|2221|2545|2449|2422|2437|637|634|628|826|727|1249|1117|1090|1078|1072|6076|5413|4798|4681|3790|4216|2740|3223|3139|2260|1435|1360|1345|1339|1330|1672|1648|1534|5914|5881|6313|6124|3484|3475|4468|4393|1753|1747|1732|1918|1855|1771|1780|2851|2821|2812|2818|2491|2485|2473|715|709|712|703|706|682|676|661|1174|1075|5062|5065|5056|5167|5170|5155|5680|3562|3529|3724|3727|4228|4180|4144|4057|2365|2338|2311|2176|2650|2638|2530|2428|2434|1591|1567|967|973|958|925|829|1150|5755|6307|6235|5374|4429|4435|4366|4723|4729|4711|4702|3838|2779|2743|2749|3124|3103","8.69E-20","","GO:0110165","1.750863830616573","0"
"259","73","GO Cellular Component","","Intracellular organelle","1.34E-17","ftsH-2|rpsF|rplU|ACA98707.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|petB|ftsH-4|ndhE|ndhI|ndhA|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|secY|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rimM|ACA99416.1|rplI|ACA99645.1|rpsU|petC|rpsB|ndhD2|ndhD1|rpsJ|rpsG|rpsL|rpsD|rplT|rpmI|ndhD|ndhH|ndhB|ndhC|ndhK|ndhJ|ACB00725.1|ACB00806.1","163300","5695|6232|5377|418|466|463|472|469|457|454|460|424|421|5008|3664|3292|3280|3286|3508|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|3970|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|727|4681|4216|1648|5881|1747|1780|2851|2491|715|703|706|676|5167|5170|3727|973|925|4723|4729|4711|4702|2749","4.69E-19","","GO:0043229","1.6872895201635192","0"
"40","33","STRING Clusters","","Ribosome","3.28E-17","rpsF|rplU|rmpH|rplL|rpl10|rplA|rplK|rplS|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|rplO|rplR|rpl6|rpl5|rplX|rplN|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsU|rplT|rpmI","163300","6232|5377|3370|4114|4123|4105|4111|4063|4036|4045|4033|4015|4000|3973|2074|2071|2053|2041|2050|2035|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5881|5167|5170","7.1E-19","","CL:2423","1.6484126156288323","0"
"1063","156","GO Cellular Component","","Intracellular anatomical structure","1.32E-16","ftsH-2|efp|fabZ|ACA98089.1|eno|rbfA|trmH|ACA98146.1|clpC|groEL-II|prfB|glnN|lrtA|grxC|ACA98302.1|fusA|sigC|rpsF|ACA98483.1|rplU|plsX|tpiA|deaD|ACA98631.1|thrS|dnaJ|ACA98707.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|rimP|nusA|infB|ACA98769.1|petB|ftsH-4|ndhE|ndhI|ndhA|nusB|frr|rpsA|rmpH|fabF|rplL|rpl10|rplA|rplK|nusG|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpoA|rpsK|rpsM|infA|adk|secY|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|sdhB|ACA99107.1|trmE|ACA99172.1|ppa|rimM|prmA|tig|map|ACA99416.1|rplI|obg|pgk|ffh|ACA99616.1|glnA|ACA99645.1|ACA99727.1|rpsU|ybeY|ACA99849.1|ACA99891.1|petC|proC|ACA99912.1|ACA99930.1|tsf|rpsB|ndhD2|ndhD1|ACA99988.1|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|dnaK-3|dnaJ-2|ACB00143.1|rplT|rpmI|ACB00202.1|ACB00272.1|petF-4|ndhD|map-2|def|clpB1|dnaK-4|accA|groES|groEL|sll1284|ndhH|rnc-2|ndhB|fabD|ACB00570.1|infC|coaE|ndhC|ndhK|ndhJ|ACB00725.1|ftsY|ACB00805.1|ACB00806.1","163300","5695|5629|5551|5536|5530|5545|3907|3823|3760|3718|4078|2314|2179|2602|2542|1540|982|6232|6037|5377|4438|4555|1846|1801|1762|3064|418|466|463|472|469|457|454|460|433|424|421|1462|1474|1447|1420|5008|3664|3292|3280|3286|3271|3514|3508|3370|4153|4114|4123|4105|4111|4093|4063|4060|4036|4045|4033|4015|3988|4000|3973|3982|3961|3970|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|2089|2221|637|634|826|727|1249|1090|1078|4681|4216|3223|2260|1360|1345|1330|1648|5914|5881|6313|4393|1753|1747|1732|1918|1855|1771|1780|2851|2491|2485|715|709|712|703|706|682|676|661|5062|5065|5056|5167|5170|5680|3529|3724|3727|4228|4180|4144|2365|2176|2650|2638|967|973|958|925|829|1150|4429|4366|4723|4729|4711|4702|3838|2743|2749","6.46E-18","","GO:0005622","1.587942606879415","0"
"34","30","STRING Clusters","","Ribosome","3.81E-16","rpsF|rplU|rplL|rpl10|rplA|rplK|rplS|rpsI|rplM|rplQ|rpsK|rpsM|rplO|rplR|rpl6|rpl5|rplX|rplN|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rplT|rpmI","163300","6232|5377|4114|4123|4105|4111|4063|4045|4033|4015|4000|3973|2074|2071|2053|2041|2050|2035|2023|2032|2020|2008|2014|1996|2005|1987|1993|4216|5167|5170","8.82E-18","","CL:2425","1.541907502432438","0"
"41","32","UniProt Keywords","","rRNA-binding","5.65E-16","rpsF|rplU|rpl10|rplA|rplK|rpmE|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|rpsG|rpsL|rpsD|rplT|rnc-2","163300","6232|5377|4123|4105|4111|4036|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2032|2020|2008|2014|1996|2005|1987|1993|4216|703|706|676|5167|958","7.92E-18","","KW-0699","1.524795155218056","0"
"1079","158","GO Molecular Function","","Binding","6.27E-16","ftsH-2|efp|ACA98089.1|eno|rbfA|trmH|ACA98146.1|clpC|groEL-II|ndhF-III|ndhD-III|ACA98189.1|prfB|sodB|lrtA|ACA98302.1|fusA|sigC|rpsF|ACA98456.1|ACA98483.1|ACA98485.1|rplU|pqqL|ACA98547.1|ACA98575.1|deaD|ACA98631.1|thrS|dnaJ|atpG|atpA|atpE|atpD|atpC|nusA|infB|ACA98769.1|petB|ndhF|ftsH-4|ACA98918.1|ndhE|ndhG|ndhI|ndhA|nusB|frr|rpsA|rpl10|rplA|rplK|nusG|prfA|rpmE|truA|rpoA|rpsK|rpsM|infA|adk|secY|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|sdhB|ACA99107.1|ctaCI|ctaDI|trmE|ACA99172.1|ppa|rimM|ACA99265.1|map|bioF|merA|ACA99416.1|ACA99460.1|rplI|ACA99496.1|obg|pgk|ffh|ACA99616.1|rbpA|glnA|ACA99727.1|ybeY|ndhD4|ACA99849.1|petC|ACA99912.1|ACA99930.1|tsf|ndhD2|ndhD1|hrcA|rpoC2|rpoC1|rpoB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|ACB00092.1|accC|dnaK-3|dnaJ-2|ACB00143.1|rplT|ACB00170.1|petF-4|ndhD|map-2|def|clpB1|fabG|dnaK-4|lepA|accA|groES|groEL|pqqL-2|ACB00473.1|ndhH|rnc-2|ndhB|ACB00570.1|ACB00587.1|ACB00601.1|infC|coaE|ndhC|ndhK|ndhJ|ftsY|fcl|ACB00805.1|ACB00806.1","163300","5695|5629|5536|5530|5545|3907|3823|3760|3718|4159|4174|4132|4078|2332|2179|2542|1540|982|6232|6214|6037|5476|5377|4456|4345|4726|1846|1801|1762|3064|466|463|454|424|421|1474|1447|1420|5008|4969|3664|3304|3292|3283|3280|3286|3271|3514|3508|4123|4105|4111|4093|4060|4036|4003|3988|4000|3973|3982|3961|3970|2074|2080|2071|2053|2062|2041|2050|2035|2038|2032|2020|2008|2014|1996|2005|1987|1993|2089|2221|2449|2422|637|634|826|727|1117|1078|1072|6076|4681|3790|4216|2740|3223|2260|1360|1345|1339|1330|5914|6313|3475|4393|1747|1918|1855|1771|2851|2491|2473|532|535|523|715|709|712|703|706|682|676|661|1174|1075|5062|5065|5056|5167|5155|3724|3727|4228|4180|4144|4057|2365|2338|2176|2650|2638|2428|2434|973|958|925|1150|6307|6235|4429|4366|4723|4729|4711|3838|2779|2743|2749","3.14E-18","","GO:0005488","1.5202732459169284","0"
"67","38","UniProt Keywords","","RNA-binding","7.43E-16","trmH|rpsF|ACA98483.1|rplU|thrS|nusA|nusB|rpl10|rplA|rplK|rpmE|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplI|ffh|rpsG|rpsL|rpsD|rplT|rnc-2","163300","3907|6232|6037|5377|1762|1474|3271|4123|4105|4111|4036|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2032|2020|2008|2014|1996|2005|1987|1993|4216|1360|703|706|676|5167|958","1.39E-17","","KW-0694","1.5129011186239425","0"
"29","28","STRING Clusters","","Ribosome","9.96E-16","rpsF|rplU|rplL|rpl10|rplA|rplK|rplS|rpsI|rplM|rplQ|rpsK|rpsM|rplO|rplR|rpl6|rpl5|rplX|rplN|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|rplT","163300","6232|5377|4114|4123|4105|4111|4063|4045|4033|4015|4000|3973|2074|2071|2053|2041|2050|2035|2023|2032|2020|2008|2014|1996|2005|1987|1993|5167","2.46E-17","","CL:2427","1.5001740661576302","0"
"306","77","GO Biological Process","","Protein metabolic process","1.11E-15","ftsH-2|efp|ACA98089.1|clpC|prfB|ACA98300.1|fusA|rpsF|ACA98485.1|rplU|pqqL|thrS|infB|pip|ftsH-4|frr|rpsA|rmpH|rplL|rpl10|rplA|rplK|rplS|prfA|rpmE|rpsI|rplM|rplQ|rpsK|rpsM|infA|rplO|rpsE|rplR|rpl6|rpsH|rpl5|rplX|rplN|rpsQ|rpmC|rplP|rpsC|rplV|rpsS|rplB|rplW|rplD|rplC|ppib|prmA|map|rplI|ACA99616.1|degQ|rpsU|ACA99930.1|tsf|rpsB|rpsJ|tuf|fusA-2|rpsG|rpsL|fus|rpsD|hetI|rplT|rpmI|ACB00272.1|map-2|def|lepA|pqqL-2|ACB00601.1|infC|ACB00725.1","163300","5695|5629|5536|3760|4078|2557|1540|6232|5476|5377|4456|1762|1447|5842|3664|3514|3508|3370|4114|4123|4105|4111|4063|4060|4036|4045|4033|4015|4000|3973|3982|2074|2080|2071|2053|2062|2041|2050|2035|2038|2023|2032|2020|2008|2014|1996|2005|1987|1993|2092|1249|1078|4216|1345|1672|5881|1855|1771|1780|715|709|712|703|706|682|676|661|5167|5170|3529|4228|4180|2338|2428|6235|4429|4702","1.09E-17","","GO:0019538","1.4954677021213343","0"
