"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"200","31","GO Molecular Function","","Catalytic activity, acting on a protein","2.45E-15","ACA98062.1|ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|pmgA|ACA98694.1|pknC|ACA98838.1|ACA98871.1|ACA98904.1|ACA98910.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99924.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00564.1|ACB00645.1|ACB00727.1|ACB00804.1","163300","5692|5659|3739|2548|6262|4834|3097|4891|5023|4930|3673|3652|4516|1168|5269|5188|5632|4807|3916|1276|1894|1795|1207|3601|4072|1633|721|1201|5395|4687|2764","3.68E-17","","GO:0140096","1.4610833915635468","0"
"15","13","InterPro Domains","","PAS domain","9.37E-13","ACA98162.1|ACA98999.1|ACA99259.1|ACA99351.1|ACA99378.1|ACA99396.1|ACB00084.1|ACB00097.1|ACB00343.1|ACB00439.1|ACB00482.1|ACB00564.1|ACB00621.1","163300","3739|4516|1168|5281|5632|4807|1207|1120|4072|2608|1633|1201|6085","7.11E-15","","IPR000014","1.2028260409112221","0"
"15","13","InterPro Domains","","PAS domain superfamily","9.37E-13","ACA98162.1|ACA98999.1|ACA99259.1|ACA99351.1|ACA99378.1|ACA99396.1|ACB00084.1|ACB00097.1|ACB00343.1|ACB00439.1|ACB00482.1|ACB00564.1|ACB00621.1","163300","3739|4516|1168|5281|5632|4807|1207|1120|4072|2608|1633|1201|6085","7.11E-15","","IPR035965","1.2028260409112221","0"
"13","12","SMART Domains","","PAS domain","1.24E-12","ACA98162.1|ACA98999.1|ACA99259.1|ACA99351.1|ACA99378.1|ACA99396.1|ACB00084.1|ACB00097.1|ACB00439.1|ACB00482.1|ACB00564.1|ACB00621.1","163300","3739|4516|1168|5281|5632|4807|1207|1120|2608|1633|1201|6085","5.16E-14","","SM00091","1.1906578314837764","0"
"467","40","GO Molecular Function","","Transferase activity","1.37E-12","ACA98062.1|ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|pmgA|ACA98694.1|pknC|ACA98838.1|ACA98871.1|ACA98904.1|ACA98943.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|cofG|ACA99442.1|ACA99629.1|cofH|ACA99924.1|ACA99941.1|ACB00084.1|ACB00097.1|ACB00100.1|ACB00250.1|ACB00342.1|ACB00343.1|ACB00482.1|cheY|ACB00552.1|ACB00564.1|ACB00645.1|ACB00726.1|ACB00727.1|ACB00784.1|ACB00804.1|ACB00831.1","163300","5692|5659|3739|2548|6262|4834|3097|4891|5023|4930|3673|3256|4516|1168|5269|5188|5632|4807|4720|3916|1276|1933|1894|1795|1207|1120|1114|3601|4066|4072|1633|1024|721|1201|5395|4705|4687|2887|2764|3133","2.29E-14","","GO:0016740","1.1863279432843592","0"
"227","28","UniProt Keywords","","Coiled coil","3.72E-11","ACA98065.1|ACA98066.1|ACA98162.1|ACA98305.1|ACA98694.1|pknC|pleD|ACA98871.1|ACA98904.1|ACA98943.1|ACA98999.1|ACA99259.1|ACA99351.1|ACA99368.1|ACA99378.1|ACA99396.1|ACA99847.1|ACB00020.1|ACB00084.1|ACB00097.1|ACB00100.1|ACB00250.1|ACB00439.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1|ACB00831.1","163300","5638|5659|3739|2548|3097|4891|4996|4930|3673|3256|4516|1168|5281|5698|5632|4807|4408|583|1207|1120|1114|3601|2608|1633|721|6085|2764|3133","4.56E-13","","KW-0175","1.0429457060118101","0"
"81","19","UniProt Keywords","","Kinase","3.72E-11","ACA98450.1|pmgA|ACA98664.1|pknC|ACA98838.1|ACA98904.1|ACA98999.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00804.1","163300","6262|4834|2761|4891|5023|3673|4516|5188|5632|4807|3916|1795|1207|3601|4072|1633|721|6085|2764","3.48E-13","","KW-0418","1.0429457060118101","0"
"15","11","STRING Clusters","","PAS domain, and MASE1","1.82E-10","ACA98162.1|ACA98694.1|ACA98871.1|ACA98999.1|ACA99378.1|ACB00097.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00621.1|ACB00804.1","163300","3739|3097|4930|4516|5632|1120|3601|4072|1633|6085|2764","3.66E-12","","CL:1681","0.9739928612014925","0"
"12","10","SMART Domains","","Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)","3.03E-10","ACA98162.1|ACA98999.1|ACA99259.1|ACA99351.1|ACA99378.1|ACB00343.1|ACB00439.1|ACB00482.1|ACB00564.1|ACB00621.1","163300","3739|4516|1168|5281|5632|4072|2608|1633|1201|6085","1.58E-11","","SM00086","0.9518557371497695","0"
"97","19","GO Biological Process","","Regulation of transcription, DNA-templated","3.58E-10","ACA98063.1|ACA98231.1|rpaB|ACA98503.1|ACA98615.1|ACA98664.1|ACA98855.1|ACA98941.1|ACA98982.1|ACA98999.1|ACA99222.1|ACA99230.1|rpaA|ACA99378.1|ACB00020.1|ACB00101.1|ACB00439.1|ACB00501.1|ACB00564.1","163300","5683|3031|5440|5371|1891|2761|4987|3268|3403|4516|853|805|6139|5632|583|1108|2608|1531|1201","5.8E-12","","GO:0006355","0.9446116973356127","0"
"12","10","InterPro Domains","","PAS-associated, C-terminal","1.7E-9","ACA98162.1|ACA98999.1|ACA99259.1|ACA99351.1|ACA99378.1|ACB00343.1|ACB00439.1|ACB00482.1|ACB00564.1|ACB00621.1","163300","3739|4516|1168|5281|5632|4072|2608|1633|1201|6085","1.58E-11","","IPR000700","0.8769551078621726","0"
"275","28","GO Biological Process","","Phosphorus metabolic process","1.71E-9","ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|pmgA|ACA98694.1|pknC|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00100.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00645.1|ACB00804.1","163300","5659|3739|2548|6262|4834|3097|4891|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|1114|3601|4072|1633|721|6085|5395|2764","3.55E-11","","GO:0006793","0.8767003889607846","0"
"13","10","InterPro Domains","","Transcriptional regulatory protein WalR-like","2.71E-9","ACA98231.1|rpaB|ACA98503.1|ACA98615.1|ACA98855.1|ACA98941.1|ACA98982.1|rpaA|ACB00020.1|ACB00501.1","163300","3031|5440|5371|1891|4987|3268|3403|6139|583|1531","2.74E-11","","IPR039420","0.8567030709125595","0"
"17","10","SMART Domains","","Domain present in phytochromes and cGMP-specific phosphodiesterases.","3.0E-9","ACA98065.1|ACA98664.1|ACA98694.1|ACA98904.1|ACA99351.1|ACA99941.1|ACB00552.1|ACB00564.1|ACB00621.1|ACB00645.1","163300","5638|2761|3097|3673|5281|1795|721|1201|6085|5395","1.88E-10","","SM00065","0.8522878745280338","0"
"261","27","GO Biological Process","","Phosphate-containing compound metabolic process","3.08E-9","ACA98066.1|ACA98162.1|ACA98305.1|ACA98450.1|pmgA|ACA98694.1|pknC|ACA98838.1|ACA98871.1|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99629.1|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00645.1|ACB00804.1","163300","5659|3739|2548|6262|4834|3097|4891|5023|4930|3673|4516|1168|5269|5188|5632|4807|3916|1276|1795|1207|3601|4072|1633|721|6085|5395|2764","6.64E-11","","GO:0006796","0.8511449283499555","0"
"10","9","STRING Clusters","","PAC motif, and MASE1","5.2E-9","ACA98162.1|ACA98694.1|ACA98871.1|ACA98999.1|ACA99378.1|ACB00097.1|ACB00250.1|ACB00482.1|ACB00621.1","163300","3739|3097|4930|4516|5632|1120|3601|1633|6085","1.13E-10","","CL:1684","0.82839966563652","0"
"9","9","InterPro Domains","","PAS fold-3","5.51E-9","ACA98162.1|ACA98999.1|ACA99259.1|ACA99351.1|ACB00097.1|ACB00343.1|ACB00439.1|ACB00564.1|ACB00621.1","163300","3739|4516|1168|5281|1120|4072|2608|1201|6085","6.03E-11","","IPR013655","0.8258848401148216","0"
"12","9","InterPro Domains","","GGDEF domain","2.92E-8","pleD|ACA98943.1|ACA99351.1|ACA99847.1|ACB00342.1|ACB00439.1|ACB00564.1|ACB00784.1|ACB00831.1","163300","4996|3256|5281|4408|4066|2608|1201|2887|3133","3.45E-10","","IPR000160","0.7534617148551581","0"
"12","9","InterPro Domains","","Reverse transcriptase/Diguanylate cyclase domain","2.92E-8","pleD|ACA98943.1|ACA99351.1|ACA99847.1|ACB00342.1|ACB00439.1|ACB00564.1|ACB00784.1|ACB00831.1","163300","4996|3256|5281|4408|4066|2608|1201|2887|3133","3.45E-10","","IPR043128","0.7534617148551581","0"
"13","9","InterPro Domains","","Nucleotide cyclase","4.24E-8","pleD|ACA98943.1|ACA99351.1|ACA99847.1|ACB00342.1|ACB00439.1|ACB00564.1|ACB00784.1|ACB00831.1","163300","4996|3256|5281|4408|4066|2608|1201|2887|3133","5.72E-10","","IPR029787","0.7372634143407267","0"
"11","8","SMART Domains","","Diguanylate cyclase","5.85E-8","pleD|ACA99351.1|ACA99847.1|ACB00342.1|ACB00439.1|ACB00564.1|ACB00784.1|ACB00831.1","163300","4996|5281|4408|4066|2608|1201|2887|3133","4.27E-9","","SM00267","0.723284413391782","0"
"9","8","InterPro Domains","","PAC motif","9.95E-8","ACA98162.1|ACA98999.1|ACA99351.1|ACA99378.1|ACB00343.1|ACB00439.1|ACB00482.1|ACB00621.1","163300","3739|4516|5281|5632|4072|2608|1633|6085","1.43E-9","","IPR001610","0.7002176919254275","0"
"17","9","STRING Clusters","","Mixed, incl. Taxis, and Signal transduction response regulator, heterocyst pattern formation, PatA","1.44E-7","ACA98062.1|ACA98064.1|ACA98065.1|ACA98066.1|ACA99259.1|ACA99368.1|ACA99371.1|ACA99629.1|cheY","163300","5692|5644|5638|5659|1168|5698|5689|1276|1024","3.33E-9","","CL:1763","0.6841637507904751","0"
"16","9","InterPro Domains","","GAF domain","1.46E-7","ACA98065.1|ACA98664.1|ACA98694.1|ACA98904.1|ACA99351.1|ACB00552.1|ACB00564.1|ACB00621.1|ACB00645.1","163300","5638|2761|3097|3673|5281|721|1201|6085|5395","2.22E-9","","IPR003018","0.6835647144215563","0"
"13","9","COMPARTMENTS","","Cell septum","1.5E-7","ACA98062.1|ACA98943.1|ACA99371.1|ACB00097.1|ACB00342.1|ACB00482.1|cheY|ACB00784.1|ACB00831.1","163300","5692|3256|5689|1120|4066|1633|1024|2887|3133","5.72E-10","","GOCC:0030428","0.6823908740944319","0"
"8","7","SMART Domains","","Putative diguanylate phosphodiesterase","2.15E-7","ACA98943.1|ACA99847.1|ACB00148.1|ACB00342.1|ACB00439.1|ACB00564.1|ACB00631.1","163300","3256|4408|5047|4066|2608|1201|5494","1.79E-8","","SM00052","0.6667561540084395","0"
"11","8","UniProt Keywords","","Two-component regulatory system","2.28E-7","ACA98231.1|rpaB|ACA98503.1|ACA98855.1|ACA98941.1|ACA98982.1|rpaA|ACA99442.1","163300","3031|5440|5371|4987|3268|3403|6139|3916","4.27E-9","","KW-0902","0.6642065152999546","0"
"18","9","InterPro Domains","","GAF-like domain superfamily","3.06E-7","ACA98065.1|ACA98664.1|ACA98694.1|ACA98904.1|ACA99351.1|ACB00552.1|ACB00564.1|ACB00621.1|ACB00645.1","163300","5638|2761|3097|3673|5281|721|1201|6085|5395","4.91E-9","","IPR029016","0.651427857351842","0"
"9","7","SMART Domains","","Transcriptional regulatory protein, C terminal","3.33E-7","ACA98231.1|rpaB|ACA98503.1|ACA98855.1|ACA98941.1|ACA98982.1|rpaA","163300","3031|5440|5371|4987|3268|3403|6139","3.12E-8","","SM00862","0.647755576649368","0"
"8","7","InterPro Domains","","EAL domain","1.06E-6","ACA98943.1|ACA99847.1|ACB00148.1|ACB00342.1|ACB00439.1|ACB00564.1|ACB00631.1","163300","3256|4408|5047|4066|2608|1201|5494","1.79E-8","","IPR001633","0.597469413473523","0"
"8","7","InterPro Domains","","EAL domain superfamily","1.06E-6","ACA98943.1|ACA99847.1|ACB00148.1|ACB00342.1|ACB00439.1|ACB00564.1|ACB00631.1","163300","3256|4408|5047|4066|2608|1201|5494","1.79E-8","","IPR035919","0.597469413473523","0"
"53","12","InterPro Domains","","Winged helix-like DNA-binding domain superfamily","1.06E-6","ACA98231.1|rpaB|ACA98503.1|ACA98615.1|ACA98664.1|ACA98855.1|ACA98941.1|ACA98982.1|ACA99230.1|rpaA|ACB00020.1|ACB00501.1","163300","3031|5440|5371|1891|2761|4987|3268|3403|805|6139|583|1531","1.9E-8","","IPR036388","0.597469413473523","0"
"9","7","InterPro Domains","","OmpR/PhoB-type DNA-binding domain","1.61E-6","ACA98231.1|rpaB|ACA98503.1|ACA98855.1|ACA98941.1|ACA98982.1|rpaA","163300","3031|5440|5371|4987|3268|3403|6139","3.12E-8","","IPR001867","0.579317412396815","0"
"10","7","STRING Clusters","","GGDEF domain","2.11E-6","pleD|ACA98943.1|ACA99351.1|ACA99847.1|ACB00148.1|ACB00342.1|ACB00439.1","163300","4996|3256|5281|4408|5047|4066|2608","5.21E-8","","CL:1799","0.5675717544702307","0"
"6","6","STRING Clusters","","OmpR/PhoB-type DNA-binding domain, and PAS fold-4","4.66E-6","rpaB|ACA98855.1|ACA98982.1|ACA99222.1|ACA99396.1|ACB00084.1","163300","5440|4987|3403|853|4807|1207","1.22E-7","","CL:1745","0.533161408331","0"
"42","10","UniProt Keywords","","Transcription regulation","9.4E-6","ACA98231.1|rpaB|ACA98503.1|ACA98615.1|ACA98941.1|ACA98982.1|ACA99230.1|rpaA|ACB00020.1|ACB00501.1","163300","3031|5440|5371|1891|3268|3403|805|6139|583|1531","2.2E-7","","KW-0805","0.5026872146400302","0"
"6","5","SMART Domains","","HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain","2.65E-5","ACA98065.1|ACA98999.1|ACA99368.1|ACA99396.1|ACA99442.1","163300","5638|4516|5698|4807|3916","2.76E-6","","SM00304","0.4576754126063192","0"
"9","6","InterPro Domains","","Signal transduction response regulator, C-terminal effector","3.09E-5","ACA98231.1|ACA98664.1|ACA98855.1|rpaA|ACB00020.1|ACB00501.1","163300","3031|2761|4987|6139|583|1531","6.26E-7","","IPR016032","0.45100415205751654","0"
"9","6","GO Molecular Function","","Molecular transducer activity","3.41E-5","ACA98065.1|ACA98305.1|ACA98904.1|ACA99368.1|ACA99378.1|ACB00804.1","163300","5638|2548|3673|5698|5632|2764","6.26E-7","","GO:0060089","0.44672456210075023","0"
"5","5","STRING Clusters","","Signal transduction response regulator, heterocyst pattern formation, PatA, and Taxis","5.52E-5","ACA98062.1|ACA98064.1|ACA98065.1|ACA98066.1|cheY","163300","5692|5644|5638|5659|1024","1.54E-6","","CL:1787","0.42580609222708016","0"
"75","11","UniProt Keywords","","DNA-binding","1.1E-4","ACA98231.1|rpaB|ACA98503.1|ACA98664.1|ACA98855.1|ACA98941.1|ACA98982.1|ACA99230.1|rpaA|ACB00020.1|ACB00501.1","163300","3031|5440|5371|2761|4987|3268|3403|805|6139|583|1531","3.76E-6","","KW-0238","0.3958607314841775","0"
"6","5","InterPro Domains","","HAMP domain","1.3E-4","ACA98065.1|ACA98999.1|ACA99368.1|ACA99396.1|ACA99442.1","163300","5638|4516|5698|4807|3916","2.76E-6","","IPR003660","0.3886056647693163","0"
"157","15","GO Molecular Function","","DNA binding","3.8E-4","ACA98063.1|ACA98231.1|rpaB|ACA98503.1|ACA98615.1|ACA98664.1|ACA98855.1|ACA98941.1|ACA98982.1|ACA99222.1|ACA99230.1|rpaA|ACA99371.1|ACB00020.1|ACB00501.1","163300","5683|3031|5440|5371|1891|2761|4987|3268|3403|853|805|6139|5689|583|1531","7.53E-6","","GO:0003677","0.342021640338319","0"
"6","4","SMART Domains","","Helix_turn_helix, Lux Regulon","4.9E-4","ACA98615.1|ACA98664.1|ACB00020.1|ACB00501.1","163300","1891|2761|583|1531","5.6E-5","","SM00421","0.3309803919971486","0"
"4","4","GO Biological Process","","Protein autophosphorylation","6.1E-4","ACA98305.1|ACA98904.1|ACA99378.1|ACB00804.1","163300","2548|3673|5632|2764","1.93E-5","","GO:0046777","0.3214670164989233","0"
"4","4","GO Molecular Function","","Histidine phosphotransfer kinase activity","8.9E-4","ACA98305.1|ACA98904.1|ACA99378.1|ACB00804.1","163300","2548|3673|5632|2764","1.93E-5","","GO:0009927","0.30506099933550873","0"
"5","4","STRING Clusters","","PAC motif, and MASE1","0.0012","ACA98694.1|ACA98871.1|ACA99378.1|ACB00482.1","163300","3097|4930|5632|1633","3.42E-5","","CL:1686","0.29208187539523756","0"
"5","4","STRING Clusters","","GGDEF domain","0.0012","ACA98943.1|ACA99351.1|ACB00148.1|ACB00439.1","163300","3256|5281|5047|2608","3.42E-5","","CL:1801","0.29208187539523756","0"
"342","21","UniProt Keywords","","Transferase","0.0015","ACA98450.1|pmgA|ACA98664.1|pknC|ACA98838.1|ACA98904.1|ACA98999.1|ACA99359.1|ACA99378.1|ACA99396.1|ACA99442.1|cofH|ACA99941.1|ACB00084.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00621.1|ACB00726.1|ACB00804.1","163300","6262|4834|2761|4891|5023|3673|4516|5188|5632|4807|3916|1933|1795|1207|3601|4072|1633|721|6085|4705|2764","5.79E-5","","KW-0808","0.28239087409443187","0"
"6","4","InterPro Domains","","Transcription regulator LuxR, C-terminal","0.0026","ACA98615.1|ACA98664.1|ACB00020.1|ACB00501.1","163300","1891|2761|583|1531","5.6E-5","","IPR000792","0.2585026652029182","0"
"6","3","SMART Domains","","Two component signalling adaptor domain","0.0079","ACA98064.1|ACA98066.1|ACA99629.1","163300","5644|5659|1276","9.9E-4","","SM00260","0.21023729087095586","0"
"40","7","GO Cellular Component","","Integral component of plasma membrane","0.0106","ACA98305.1|ACA98904.1|ACA99378.1|ACA99941.1|ACB00343.1|ACB00482.1|ACB00804.1","163300","2548|3673|5632|1795|4072|1633|2764","9.53E-5","","GO:0005887","0.19746941347352298","0"
"689","32","GO Cellular Component","","Integral component of membrane","0.0106","ACA98065.1|ACA98162.1|ACA98305.1|ACA98450.1|pknC|ACA98838.1|pleD|ACA98904.1|ACA98910.1|ACA98943.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99351.1|ACA99359.1|ACA99368.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99847.1|ACA99941.1|ACB00148.1|ACB00250.1|ACB00342.1|ACB00343.1|ACB00439.1|ACB00482.1|ACB00552.1|ACB00564.1|ACB00631.1|ACB00645.1|ACB00804.1","163300","5638|3739|2548|6262|4891|5023|4996|3673|3652|3256|4516|1168|5269|5281|5188|5698|5632|4807|3916|4408|1795|5047|3601|4066|4072|2608|1633|721|1201|5494|5395|2764","7.38E-5","","GO:0016021","0.19746941347352298","0"
"21","5","GO Cellular Component","","protein-DNA complex","0.0106","rpaB|ACA98503.1|ACA98855.1|ACA98982.1|rpaA","163300","5440|5371|4987|3403|6139","3.0E-4","","GO:0032993","0.19746941347352298","0"
"3","3","InterPro Domains","","MASE1","0.0109","pleD|ACA98871.1|ACB00250.1","163300","4996|4930|3601","2.5E-4","","IPR007895","0.19625735020593765","0"
"12","4","STRING Clusters","","Mixed, incl. Taxis, and Transducer","0.0134","ACA99259.1|ACA99368.1|ACA99371.1|ACA99629.1","163300","1168|5698|5689|1276","4.4E-4","","CL:1764","0.18728952016351924","0"
"12","4","STRING Clusters","","Mixed, incl. Anti-sigma factor antagonist activity, and Phospholipid transport","0.0134","pmgA|ACA98910.1|ACB00100.1|ACB00101.1","163300","4834|3652|1114|1108","4.4E-4","","CL:1826","0.18728952016351924","0"
"4","3","InterPro Domains","","PAS fold-4","0.018","ACA99259.1|ACA99396.1|ACB00482.1","163300","1168|4807|1633","4.2E-4","","IPR013656","0.1744727494896694","0"
"4","3","InterPro Domains","","Signal transduction response regulator, heterocyst pattern formation, PatA","0.018","ACA98062.1|ACA99371.1|cheY","163300","5692|5689|1024","4.2E-4","","IPR024186","0.1744727494896694","0"
"1705","55","GO Biological Process","","Cellular process","0.0182","ACA98062.1|ACA98063.1|ACA98064.1|ACA98065.1|ACA98066.1|ACA98162.1|ACA98231.1|ACA98305.1|ACA98450.1|rpaB|ACA98503.1|pmgA|ACA98615.1|ACA98694.1|pknC|ACA98838.1|ACA98855.1|ACA98871.1|ACA98904.1|ACA98910.1|ACA98941.1|ACA98982.1|ACA98999.1|ACA99222.1|ACA99259.1|rpaA|ACA99350.1|ACA99359.1|ACA99368.1|ACA99371.1|ACA99378.1|ACA99396.1|cofG|ACA99442.1|ACA99629.1|cofH|ACA99924.1|ACA99941.1|ACB00084.1|ACB00097.1|ACB00100.1|ACB00250.1|ACB00342.1|ACB00343.1|ACB00482.1|ACB00501.1|cheY|ACB00552.1|ACB00621.1|ACB00645.1|ACB00726.1|ACB00727.1|ACB00784.1|ACB00804.1|ACB00831.1","163300","5692|5683|5644|5638|5659|3739|3031|2548|6262|5440|5371|4834|1891|3097|4891|5023|4987|4930|3673|3652|3268|3403|4516|853|1168|6139|5269|5188|5698|5689|5632|4807|4720|3916|1276|1933|1894|1795|1207|1120|1114|3601|4066|4072|1633|1531|1024|721|6085|5395|4705|4687|2887|2764|3133","5.9E-4","","GO:0009987","0.17399286120149252","0"
"5","3","STRING Clusters","","OmpR/PhoB-type DNA-binding domain, and His Kinase A (phosphoacceptor) domain","0.0188","ACA98503.1|ACA99359.1|ACA99941.1","163300","5371|5188|1795","6.7E-4","","CL:1735","0.17258421507363203","0"
"6","3","STRING Clusters","","Anti-sigma factor antagonist, and Protein serine/threonine phosphatase activity","0.0266","ACA98910.1|ACB00100.1|ACB00101.1","163300","3652|1114|1108","9.9E-4","","CL:1828","0.1575118363368933","0"
"457","22","GO Cellular Component","","Plasma membrane","0.0267","ACA98162.1|ACA98305.1|ACA98450.1|ACA98838.1|pleD|ACA98904.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99378.1|ACA99442.1|ACA99847.1|ACA99941.1|ACB00250.1|ACB00343.1|ACB00482.1|ACB00552.1|ACB00564.1|ACB00631.1|ACB00645.1|ACB00784.1|ACB00804.1","163300","3739|2548|6262|5023|4996|3673|4516|1168|5269|5632|3916|4408|1795|3601|4072|1633|721|1201|5494|5395|2887|2764","0.0011","","GO:0005886","0.1573488738635425","0"
"6","3","GO Biological Process","","Chemotaxis","0.0296","ACA98064.1|ACA98066.1|ACA99629.1","163300","5644|5659|1276","9.9E-4","","GO:0006935","0.15287082889410614","0"
"6","3","InterPro Domains","","CheW-like domain","0.039","ACA98064.1|ACA98066.1|ACA99629.1","163300","5644|5659|1276","9.9E-4","","IPR002545","0.1408935392973501","0"
"6","3","InterPro Domains","","Phytochrome chromophore attachment domain","0.039","ACA98065.1|ACA98694.1|ACA98904.1","163300","5638|3097|3673","9.9E-4","","IPR016132","0.1408935392973501","0"
"6","3","InterPro Domains","","CheW-like domain superfamily","0.039","ACA98064.1|ACA98066.1|ACA99629.1","163300","5644|5659|1276","9.9E-4","","IPR036061","0.1408935392973501","0"
"3","2","SMART Domains","","Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).","0.0396","ACA98065.1|ACA99368.1","163300","5638|5698","0.0054","","SM00283","0.14023048140744876","0"
"985","36","GO Cellular Component","","Membrane","0.0482","ACA98065.1|ACA98162.1|ACA98305.1|ACA98450.1|pknC|ACA98838.1|pleD|ACA98904.1|ACA98910.1|ACA98943.1|ACA98999.1|ACA99259.1|ACA99350.1|ACA99351.1|ACA99359.1|ACA99368.1|ACA99378.1|ACA99396.1|ACA99442.1|ACA99847.1|ACA99941.1|ACB00097.1|ACB00148.1|ACB00250.1|ACB00342.1|ACB00343.1|ACB00439.1|ACB00482.1|cheY|ACB00552.1|ACB00564.1|ACB00631.1|ACB00645.1|ACB00784.1|ACB00804.1|ACB00831.1","163300","5638|3739|2548|6262|4891|5023|4996|3673|3652|3256|4516|1168|5269|5281|5188|5698|5632|4807|3916|4408|1795|1120|5047|3601|4066|4072|2608|1633|1024|721|1201|5494|5395|2887|2764|3133","0.0027","","GO:0016020","0.13169529617611503","0"
